Logging to file...
Dataset samples: 18601
######################Training Started######################
epoch   1 | iteration   100 | Loss 7.156536 | Acc 4.17% | WER 92.24%
epoch   1 | iteration   200 | Loss 6.657402 | Acc 3.33% | WER 109.11%
epoch   1 | iteration   300 | Loss 6.039619 | Acc 0.83% | WER 228.49%
epoch   1 | iteration   400 | Loss 6.240972 | Acc 4.17% | WER 172.22%
epoch   1 | iteration   500 | Loss 6.363458 | Acc 5.83% | WER 218.27%
epoch   1 | iteration   600 | Loss 6.432547 | Acc 5.00% | WER 353.10%
epoch   1 | iteration   700 | Loss 6.389199 | Acc 7.50% | WER 237.33%
epoch   1 | iteration   800 | Loss 5.627923 | Acc 10.00% | WER 271.48%
epoch   1 | iteration   900 | Loss 6.438006 | Acc 8.33% | WER 318.51%
epoch   1 | iteration  1000 | Loss 5.704661 | Acc 6.67% | WER 218.48%
epoch   1 | iteration  1100 | Loss 6.090725 | Acc 7.50% | WER 259.70%
epoch   1 | iteration  1200 | Loss 5.355870 | Acc 7.50% | WER 285.67%
epoch   1 | iteration  1300 | Loss 5.954041 | Acc 6.67% | WER 236.36%
epoch   1 | iteration  1400 | Loss 5.842742 | Acc 7.50% | WER 317.50%
epoch   1 | iteration  1500 | Loss 5.676555 | Acc 8.33% | WER 291.43%
epoch   1 | iteration  1600 | Loss 6.054275 | Acc 7.50% | WER 275.02%
epoch   1 | iteration  1700 | Loss 5.713424 | Acc 5.83% | WER 352.78%
epoch   1 | iteration  1800 | Loss 5.443958 | Acc 5.83% | WER 351.36%
epoch   1 | iteration  1900 | Loss 6.275967 | Acc 8.33% | WER 223.42%
epoch   1 | iteration  2000 | Loss 5.222766 | Acc 4.17% | WER 425.36%
epoch   1 | iteration  2100 | Loss 5.699082 | Acc 9.17% | WER 280.62%
epoch   1 | iteration  2200 | Loss 5.031608 | Acc 9.17% | WER 268.21%
epoch   1 | iteration  2300 | Loss 6.087281 | Acc 8.33% | WER 245.30%
epoch   1 | iteration  2400 | Loss 5.672526 | Acc 7.50% | WER 239.39%
epoch   1 | iteration  2500 | Loss 6.265264 | Acc 8.33% | WER 246.79%
epoch   1 | iteration  2600 | Loss 5.925942 | Acc 8.33% | WER 219.95%
epoch   1 | iteration  2700 | Loss 5.808425 | Acc 8.33% | WER 255.60%
epoch   1 | iteration  2800 | Loss 5.595937 | Acc 8.33% | WER 362.13%
epoch   1 | iteration  2900 | Loss 5.955347 | Acc 9.17% | WER 304.88%
epoch   1 | iteration  3000 | Loss 5.646339 | Acc 7.50% | WER 282.68%
epoch   1 | iteration  3100 | Loss 6.217636 | Acc 8.33% | WER 216.80%
epoch   1 | iteration  3200 | Loss 6.363239 | Acc 6.67% | WER 227.78%
epoch   1 | iteration  3300 | Loss 5.551174 | Acc 6.67% | WER 473.75%
epoch   1 | iteration  3400 | Loss 4.838896 | Acc 6.67% | WER 345.00%
epoch   1 | iteration  3500 | Loss 4.984402 | Acc 10.83% | WER 303.68%
epoch   1 | iteration  3600 | Loss 4.914005 | Acc 11.67% | WER 258.12%
epoch   1 | iteration  3700 | Loss 5.142553 | Acc 11.67% | WER 201.75%
epoch   1 | iteration  3800 | Loss 6.088348 | Acc 8.33% | WER 291.76%
epoch   1 | iteration  3900 | Loss 5.261945 | Acc 7.50% | WER 357.01%
epoch   1 | iteration  4000 | Loss 5.096825 | Acc 7.50% | WER 306.35%
epoch   1 | iteration  4100 | Loss 5.441333 | Acc 7.50% | WER 332.78%
epoch   1 | iteration  4200 | Loss 5.699395 | Acc 6.67% | WER 319.97%
epoch   1 | iteration  4300 | Loss 5.590047 | Acc 6.67% | WER 337.50%
epoch   1 | iteration  4400 | Loss 5.471838 | Acc 8.33% | WER 260.62%
epoch   1 | iteration  4500 | Loss 4.798425 | Acc 6.67% | WER 522.47%
epoch   1 | iteration  4600 | Loss 5.036208 | Acc 7.50% | WER 298.80%
Average Training Loss of Epoch 1: 5.797549 | Acc: 7.58% | WER 277.23%
Average Validation Loss of Epoch 1: 8.252504 | Acc: 0.83% | WER: 413.23% | BLEU-4: 0.00
Average test Loss of Epoch 1: 7.808738 | Acc: 1.90% | WER: 198.43% | BLEU-4: 0.00
####################Epoch 1 Model Saved#####################
epoch   2 | iteration   100 | Loss 5.962706 | Acc 7.50% | WER 263.18%
epoch   2 | iteration   200 | Loss 5.412476 | Acc 8.33% | WER 286.25%
epoch   2 | iteration   300 | Loss 6.439163 | Acc 7.50% | WER 288.54%
epoch   2 | iteration   400 | Loss 4.431825 | Acc 10.83% | WER 360.62%
epoch   2 | iteration   500 | Loss 5.508899 | Acc 9.17% | WER 262.15%
epoch   2 | iteration   600 | Loss 5.655798 | Acc 8.33% | WER 318.75%
epoch   2 | iteration   700 | Loss 5.346544 | Acc 7.50% | WER 314.33%
epoch   2 | iteration   800 | Loss 5.223143 | Acc 10.00% | WER 262.54%
epoch   2 | iteration   900 | Loss 5.457853 | Acc 7.50% | WER 306.36%
epoch   2 | iteration  1000 | Loss 4.946940 | Acc 9.17% | WER 272.56%
epoch   2 | iteration  1100 | Loss 4.872064 | Acc 10.00% | WER 307.89%
epoch   2 | iteration  1200 | Loss 5.322501 | Acc 9.17% | WER 294.22%
epoch   2 | iteration  1300 | Loss 4.987835 | Acc 10.00% | WER 314.49%
epoch   2 | iteration  1400 | Loss 5.106016 | Acc 9.17% | WER 330.01%
epoch   2 | iteration  1500 | Loss 5.810178 | Acc 10.83% | WER 265.43%
epoch   2 | iteration  1600 | Loss 5.178781 | Acc 8.33% | WER 309.09%
epoch   2 | iteration  1700 | Loss 5.138757 | Acc 9.17% | WER 308.93%
epoch   2 | iteration  1800 | Loss 5.094249 | Acc 10.00% | WER 252.68%
epoch   2 | iteration  1900 | Loss 4.681218 | Acc 13.33% | WER 209.49%
epoch   2 | iteration  2000 | Loss 5.657228 | Acc 9.17% | WER 262.50%
epoch   2 | iteration  2100 | Loss 4.685234 | Acc 10.00% | WER 327.08%
epoch   2 | iteration  2200 | Loss 6.047377 | Acc 8.33% | WER 221.61%
