Logging to file...
Dataset samples: 20000
######################Training Started######################
epoch   1 | iteration   100 | Loss 3.012745 | Acc 65.00% | WER 87.86%
epoch   1 | iteration   200 | Loss 2.279091 | Acc 71.67% | WER 80.91%
epoch   1 | iteration   300 | Loss 2.040279 | Acc 73.33% | WER 80.00%
epoch   1 | iteration   400 | Loss 1.021765 | Acc 88.33% | WER 53.57%
epoch   1 | iteration   500 | Loss 1.908516 | Acc 76.67% | WER 70.71%
epoch   1 | iteration   600 | Loss 1.485692 | Acc 81.67% | WER 63.33%
epoch   1 | iteration   700 | Loss 1.389603 | Acc 83.33% | WER 60.71%
epoch   1 | iteration   800 | Loss 1.662706 | Acc 80.00% | WER 62.50%
epoch   1 | iteration   900 | Loss 2.484899 | Acc 71.67% | WER 52.11%
epoch   1 | iteration  1000 | Loss 3.288018 | Acc 58.33% | WER 75.19%
epoch   1 | iteration  1100 | Loss 2.266170 | Acc 70.00% | WER 60.00%
epoch   1 | iteration  1200 | Loss 1.616755 | Acc 78.33% | WER 70.83%
epoch   1 | iteration  1300 | Loss 0.910808 | Acc 90.00% | WER 34.85%
epoch   1 | iteration  1400 | Loss 0.476189 | Acc 96.67% | WER 16.67%
epoch   1 | iteration  1500 | Loss 1.453635 | Acc 83.33% | WER 45.83%
epoch   1 | iteration  1600 | Loss 1.283323 | Acc 86.67% | WER 35.83%
epoch   1 | iteration  1700 | Loss 0.755655 | Acc 91.67% | WER 26.07%
epoch   1 | iteration  1800 | Loss 0.642240 | Acc 91.67% | WER 35.00%
epoch   1 | iteration  1900 | Loss 1.277384 | Acc 83.33% | WER 47.73%
epoch   1 | iteration  2000 | Loss 1.221310 | Acc 85.00% | WER 42.86%
epoch   1 | iteration  2100 | Loss 1.172521 | Acc 86.67% | WER 50.00%
epoch   1 | iteration  2200 | Loss 1.448258 | Acc 83.33% | WER 52.78%
epoch   1 | iteration  2300 | Loss 1.266371 | Acc 85.00% | WER 48.33%
epoch   1 | iteration  2400 | Loss 1.363817 | Acc 83.33% | WER 36.41%
epoch   1 | iteration  2500 | Loss 1.088915 | Acc 90.00% | WER 22.50%
epoch   1 | iteration  2600 | Loss 2.050091 | Acc 75.00% | WER 55.35%
epoch   1 | iteration  2700 | Loss 1.236705 | Acc 85.00% | WER 37.50%
epoch   1 | iteration  2800 | Loss 1.157931 | Acc 88.33% | WER 35.00%
epoch   1 | iteration  2900 | Loss 1.019798 | Acc 86.67% | WER 52.68%
epoch   1 | iteration  3000 | Loss 0.879175 | Acc 90.00% | WER 20.86%
epoch   1 | iteration  3100 | Loss 1.084846 | Acc 90.00% | WER 20.00%
epoch   1 | iteration  3200 | Loss 0.926250 | Acc 90.00% | WER 30.29%
epoch   1 | iteration  3300 | Loss 0.933045 | Acc 91.67% | WER 27.22%
epoch   1 | iteration  3400 | Loss 0.912523 | Acc 91.67% | WER 35.71%
epoch   1 | iteration  3500 | Loss 1.380074 | Acc 85.00% | WER 43.75%
epoch   1 | iteration  3600 | Loss 0.821610 | Acc 91.67% | WER 22.73%
epoch   1 | iteration  3700 | Loss 0.186792 | Acc 98.33% | WER 7.14%
epoch   1 | iteration  3800 | Loss 2.099238 | Acc 75.00% | WER 38.89%
epoch   1 | iteration  3900 | Loss 0.859869 | Acc 90.00% | WER 25.00%
epoch   1 | iteration  4000 | Loss 1.698783 | Acc 83.33% | WER 33.19%
epoch   1 | iteration  4100 | Loss 0.539419 | Acc 95.00% | WER 15.00%
epoch   1 | iteration  4200 | Loss 1.131278 | Acc 86.67% | WER 46.03%
epoch   1 | iteration  4300 | Loss 1.183565 | Acc 86.67% | WER 46.43%
epoch   1 | iteration  4400 | Loss 0.728773 | Acc 93.33% | WER 19.09%
epoch   1 | iteration  4500 | Loss 1.124001 | Acc 88.33% | WER 45.83%
epoch   1 | iteration  4600 | Loss 0.807774 | Acc 91.67% | WER 22.73%
epoch   1 | iteration  4700 | Loss 0.496282 | Acc 95.00% | WER 21.43%
epoch   1 | iteration  4800 | Loss 0.536617 | Acc 95.00% | WER 15.00%
epoch   1 | iteration  4900 | Loss 1.264479 | Acc 88.33% | WER 27.56%
epoch   1 | iteration  5000 | Loss 0.842945 | Acc 91.67% | WER 23.61%
epoch   1 | iteration  5100 | Loss 0.368977 | Acc 98.33% | WER 4.55%
epoch   1 | iteration  5200 | Loss 1.469182 | Acc 81.67% | WER 52.20%
epoch   1 | iteration  5300 | Loss 0.686406 | Acc 91.67% | WER 27.78%
epoch   1 | iteration  5400 | Loss 1.202875 | Acc 88.33% | WER 20.79%
epoch   1 | iteration  5500 | Loss 0.768185 | Acc 93.33% | WER 17.50%
epoch   1 | iteration  5600 | Loss 0.485126 | Acc 95.00% | WER 15.56%
epoch   1 | iteration  5700 | Loss 0.865159 | Acc 93.33% | WER 16.67%
epoch   1 | iteration  5800 | Loss 0.490728 | Acc 98.33% | WER 5.56%
epoch   1 | iteration  5900 | Loss 0.944141 | Acc 91.67% | WER 26.79%
epoch   1 | iteration  6000 | Loss 1.192130 | Acc 85.00% | WER 46.02%
