Logging to file...
Dataset samples: 18601
######################Training Started######################
epoch   1 | iteration    20 | Loss 5.785642 | Acc 57.08% | WER 100.00%
epoch   1 | iteration    40 | Loss 4.430689 | Acc 61.25% | WER 100.00%
epoch   1 | iteration    60 | Loss 4.122667 | Acc 62.92% | WER 100.00%
epoch   1 | iteration    80 | Loss 3.819192 | Acc 61.88% | WER 100.00%
epoch   1 | iteration   100 | Loss 3.847872 | Acc 59.38% | WER 99.63%
epoch   1 | iteration   120 | Loss 3.367373 | Acc 63.54% | WER 99.52%
epoch   1 | iteration   140 | Loss 3.726406 | Acc 60.83% | WER 100.00%
epoch   1 | iteration   160 | Loss 3.457137 | Acc 62.29% | WER 100.00%
epoch   1 | iteration   180 | Loss 3.668003 | Acc 58.96% | WER 100.00%
epoch   1 | iteration   200 | Loss 3.276687 | Acc 62.50% | WER 100.00%
epoch   1 | iteration   220 | Loss 3.454116 | Acc 57.71% | WER 99.11%
epoch   1 | iteration   240 | Loss 3.001434 | Acc 63.75% | WER 96.10%
epoch   1 | iteration   260 | Loss 3.002447 | Acc 61.88% | WER 96.41%
epoch   1 | iteration   280 | Loss 2.624132 | Acc 65.21% | WER 89.69%
epoch   1 | iteration   300 | Loss 2.890597 | Acc 63.33% | WER 90.77%
epoch   1 | iteration   320 | Loss 2.747690 | Acc 64.17% | WER 92.36%
epoch   1 | iteration   340 | Loss 2.458814 | Acc 69.58% | WER 88.79%
epoch   1 | iteration   360 | Loss 2.779057 | Acc 64.38% | WER 91.16%
epoch   1 | iteration   380 | Loss 2.625019 | Acc 66.04% | WER 94.87%
epoch   1 | iteration   400 | Loss 2.604067 | Acc 66.46% | WER 91.36%
epoch   1 | iteration   420 | Loss 2.429468 | Acc 68.96% | WER 91.34%
epoch   1 | iteration   440 | Loss 2.307815 | Acc 70.21% | WER 91.92%
epoch   1 | iteration   460 | Loss 2.405594 | Acc 68.54% | WER 89.49%
