Logging to file...
Dataset samples: 18600
######################Training Started######################
epoch   1 | iteration    40 | Loss 2.985093 | Acc 60.00% | WER 97.22%
epoch   1 | iteration    80 | Loss 2.605338 | Acc 66.67% | WER 86.81%
epoch   1 | iteration   120 | Loss 2.831558 | Acc 61.67% | WER 85.30%
epoch   1 | iteration   160 | Loss 2.682091 | Acc 65.83% | WER 90.73%
epoch   1 | iteration   200 | Loss 1.733486 | Acc 78.33% | WER 81.11%
epoch   1 | iteration   240 | Loss 2.071638 | Acc 71.67% | WER 95.94%
epoch   1 | iteration   280 | Loss 2.157820 | Acc 70.00% | WER 87.91%
epoch   1 | iteration   320 | Loss 3.182638 | Acc 57.50% | WER 88.97%
epoch   1 | iteration   360 | Loss 1.872846 | Acc 72.50% | WER 90.80%
epoch   1 | iteration   400 | Loss 2.591874 | Acc 65.83% | WER 85.20%
epoch   1 | iteration   440 | Loss 1.631134 | Acc 75.83% | WER 89.55%
epoch   1 | iteration   480 | Loss 2.234651 | Acc 69.17% | WER 85.55%
epoch   1 | iteration   520 | Loss 2.210023 | Acc 70.00% | WER 86.88%
epoch   1 | iteration   560 | Loss 2.759095 | Acc 62.50% | WER 89.79%
epoch   1 | iteration   600 | Loss 2.003365 | Acc 71.67% | WER 81.32%
epoch   1 | iteration   640 | Loss 2.029833 | Acc 70.83% | WER 83.01%
epoch   1 | iteration   680 | Loss 2.258207 | Acc 69.17% | WER 87.98%
epoch   1 | iteration   720 | Loss 2.043315 | Acc 71.67% | WER 90.38%
epoch   1 | iteration   760 | Loss 2.080736 | Acc 70.83% | WER 85.18%
epoch   1 | iteration   800 | Loss 2.373461 | Acc 69.17% | WER 81.43%
epoch   1 | iteration   840 | Loss 2.152804 | Acc 69.17% | WER 92.78%
epoch   1 | iteration   880 | Loss 2.138580 | Acc 70.83% | WER 90.06%
epoch   1 | iteration   920 | Loss 2.244344 | Acc 70.83% | WER 90.10%
epoch   1 | iteration   960 | Loss 2.106536 | Acc 71.67% | WER 85.79%
epoch   1 | iteration  1000 | Loss 2.475007 | Acc 66.67% | WER 90.10%
epoch   1 | iteration  1040 | Loss 1.462992 | Acc 77.50% | WER 93.75%
epoch   1 | iteration  1080 | Loss 1.531061 | Acc 80.00% | WER 90.18%
epoch   1 | iteration  1120 | Loss 2.639172 | Acc 61.67% | WER 92.99%
epoch   1 | iteration  1160 | Loss 1.918790 | Acc 72.50% | WER 92.36%
epoch   1 | iteration  1200 | Loss 2.976094 | Acc 61.67% | WER 88.11%
epoch   1 | iteration  1240 | Loss 2.661890 | Acc 65.83% | WER 86.82%
epoch   1 | iteration  1280 | Loss 2.016517 | Acc 71.67% | WER 78.23%
epoch   1 | iteration  1320 | Loss 1.695058 | Acc 77.50% | WER 92.22%
epoch   1 | iteration  1360 | Loss 2.936610 | Acc 60.00% | WER 80.57%
epoch   1 | iteration  1400 | Loss 2.675118 | Acc 65.00% | WER 87.82%
epoch   1 | iteration  1440 | Loss 2.051979 | Acc 70.83% | WER 85.42%
epoch   1 | iteration  1480 | Loss 2.335854 | Acc 68.33% | WER 85.97%
epoch   1 | iteration  1520 | Loss 1.802505 | Acc 76.67% | WER 78.16%
epoch   1 | iteration  1560 | Loss 2.389565 | Acc 68.33% | WER 85.63%
epoch   1 | iteration  1600 | Loss 2.970910 | Acc 59.17% | WER 91.35%
epoch   1 | iteration  1640 | Loss 2.071894 | Acc 69.17% | WER 85.75%
epoch   1 | iteration  1680 | Loss 2.330298 | Acc 69.17% | WER 85.74%
epoch   1 | iteration  1720 | Loss 1.823450 | Acc 72.50% | WER 84.35%
epoch   1 | iteration  1760 | Loss 1.884459 | Acc 73.33% | WER 86.67%
epoch   1 | iteration  1800 | Loss 2.149890 | Acc 71.67% | WER 86.27%
epoch   1 | iteration  1840 | Loss 1.705582 | Acc 76.67% | WER 83.65%
epoch   1 | iteration  1880 | Loss 2.303666 | Acc 68.33% | WER 82.53%
epoch   1 | iteration  1920 | Loss 2.613309 | Acc 66.67% | WER 92.31%
epoch   1 | iteration  1960 | Loss 3.390520 | Acc 52.50% | WER 85.44%
epoch   1 | iteration  2000 | Loss 2.597074 | Acc 65.83% | WER 90.60%
epoch   1 | iteration  2040 | Loss 2.401639 | Acc 65.83% | WER 83.93%
epoch   1 | iteration  2080 | Loss 2.315350 | Acc 66.67% | WER 81.93%
epoch   1 | iteration  2120 | Loss 2.195240 | Acc 70.00% | WER 81.73%
epoch   1 | iteration  2160 | Loss 2.076118 | Acc 72.50% | WER 83.65%
epoch   1 | iteration  2200 | Loss 2.170850 | Acc 70.83% | WER 83.52%
epoch   1 | iteration  2240 | Loss 2.090813 | Acc 71.67% | WER 80.21%
epoch   1 | iteration  2280 | Loss 2.306371 | Acc 70.83% | WER 86.28%
epoch   1 | iteration  2320 | Loss 2.390383 | Acc 65.83% | WER 80.74%
epoch   1 | iteration  2360 | Loss 2.474720 | Acc 71.67% | WER 81.18%
epoch   1 | iteration  2400 | Loss 2.093834 | Acc 72.50% | WER 84.84%
epoch   1 | iteration  2440 | Loss 1.968490 | Acc 70.00% | WER 89.86%
epoch   1 | iteration  2480 | Loss 1.933168 | Acc 69.17% | WER 86.52%
epoch   1 | iteration  2520 | Loss 3.097291 | Acc 58.33% | WER 89.02%
epoch   1 | iteration  2560 | Loss 2.632988 | Acc 66.67% | WER 88.79%
epoch   1 | iteration  2600 | Loss 2.157826 | Acc 70.83% | WER 87.32%
epoch   1 | iteration  2640 | Loss 1.793351 | Acc 74.17% | WER 84.29%
epoch   1 | iteration  2680 | Loss 1.909549 | Acc 73.33% | WER 78.47%
