Logging to file...
Dataset samples: 18601
######################Training Started######################
epoch   1 | iteration   100 | Loss 3.700377 | Acc 59.17% | WER 100.00% | BLEU-4 0.00
epoch   1 | iteration   200 | Loss 3.705802 | Acc 55.00% | WER 100.00% | BLEU-4 0.00
epoch   1 | iteration   300 | Loss 2.315842 | Acc 66.67% | WER 87.26% | BLEU-4 0.00
epoch   1 | iteration   400 | Loss 2.407809 | Acc 68.33% | WER 85.88% | BLEU-4 0.00
epoch   1 | iteration   500 | Loss 2.721981 | Acc 64.17% | WER 92.21% | BLEU-4 0.00
epoch   1 | iteration   600 | Loss 3.237262 | Acc 60.00% | WER 87.79% | BLEU-4 0.00
epoch   1 | iteration   700 | Loss 2.179921 | Acc 70.83% | WER 89.38% | BLEU-4 0.00
epoch   1 | iteration   800 | Loss 2.321954 | Acc 68.33% | WER 89.59% | BLEU-4 0.00
epoch   1 | iteration   900 | Loss 2.421480 | Acc 69.17% | WER 89.74% | BLEU-4 0.00
epoch   1 | iteration  1000 | Loss 1.693991 | Acc 74.17% | WER 89.05% | BLEU-4 0.00
epoch   1 | iteration  1100 | Loss 2.840596 | Acc 62.50% | WER 83.98% | BLEU-4 0.00
epoch   1 | iteration  1200 | Loss 2.215767 | Acc 70.00% | WER 86.47% | BLEU-4 0.00
epoch   1 | iteration  1300 | Loss 1.505379 | Acc 79.17% | WER 84.74% | BLEU-4 0.00
epoch   1 | iteration  1400 | Loss 2.629441 | Acc 64.17% | WER 90.42% | BLEU-4 0.00
epoch   1 | iteration  1500 | Loss 2.374819 | Acc 67.50% | WER 87.14% | BLEU-4 0.00
epoch   1 | iteration  1600 | Loss 1.975858 | Acc 71.67% | WER 88.74% | BLEU-4 0.00
epoch   1 | iteration  1700 | Loss 3.057492 | Acc 59.17% | WER 90.80% | BLEU-4 0.00
epoch   1 | iteration  1800 | Loss 2.625534 | Acc 65.83% | WER 86.65% | BLEU-4 0.00
epoch   1 | iteration  1900 | Loss 2.555450 | Acc 66.67% | WER 83.17% | BLEU-4 0.00
epoch   1 | iteration  2000 | Loss 3.002608 | Acc 59.17% | WER 90.75% | BLEU-4 0.00
epoch   1 | iteration  2100 | Loss 1.624119 | Acc 75.00% | WER 85.44% | BLEU-4 0.00
epoch   1 | iteration  2200 | Loss 2.106475 | Acc 70.00% | WER 84.12% | BLEU-4 0.00
epoch   1 | iteration  2300 | Loss 1.549631 | Acc 76.67% | WER 96.88% | BLEU-4 0.00
epoch   1 | iteration  2400 | Loss 2.726832 | Acc 62.50% | WER 91.34% | BLEU-4 0.00
epoch   1 | iteration  2500 | Loss 1.627778 | Acc 75.83% | WER 87.86% | BLEU-4 0.00
epoch   1 | iteration  2600 | Loss 2.729898 | Acc 62.50% | WER 89.54% | BLEU-4 0.00
epoch   1 | iteration  2700 | Loss 1.327261 | Acc 79.17% | WER 93.75% | BLEU-4 0.00
epoch   1 | iteration  2800 | Loss 2.523542 | Acc 62.50% | WER 90.94% | BLEU-4 0.00
epoch   1 | iteration  2900 | Loss 2.801865 | Acc 62.50% | WER 82.10% | BLEU-4 0.00
epoch   1 | iteration  3000 | Loss 2.443368 | Acc 70.00% | WER 82.08% | BLEU-4 0.00
epoch   1 | iteration  3100 | Loss 2.604177 | Acc 61.67% | WER 87.51% | BLEU-4 0.00
epoch   1 | iteration  3200 | Loss 2.718826 | Acc 59.17% | WER 86.90% | BLEU-4 0.00
epoch   1 | iteration  3300 | Loss 1.216402 | Acc 81.67% | WER 87.50% | BLEU-4 0.00
epoch   1 | iteration  3400 | Loss 2.162277 | Acc 66.67% | WER 84.60% | BLEU-4 0.00
epoch   1 | iteration  3500 | Loss 1.716285 | Acc 75.83% | WER 77.43% | BLEU-4 0.00
epoch   1 | iteration  3600 | Loss 1.779100 | Acc 71.67% | WER 85.06% | BLEU-4 0.00
epoch   1 | iteration  3700 | Loss 2.326734 | Acc 66.67% | WER 81.90% | BLEU-4 0.00
epoch   1 | iteration  3800 | Loss 2.795278 | Acc 63.33% | WER 88.59% | BLEU-4 0.00
epoch   1 | iteration  3900 | Loss 1.617905 | Acc 78.33% | WER 82.30% | BLEU-4 0.00
epoch   1 | iteration  4000 | Loss 1.915077 | Acc 71.67% | WER 85.21% | BLEU-4 0.00
epoch   1 | iteration  4100 | Loss 2.512138 | Acc 64.17% | WER 88.65% | BLEU-4 0.00
epoch   1 | iteration  4200 | Loss 1.635852 | Acc 77.50% | WER 79.35% | BLEU-4 0.00
epoch   1 | iteration  4300 | Loss 2.479874 | Acc 68.33% | WER 85.76% | BLEU-4 0.00
epoch   1 | iteration  4400 | Loss 2.476978 | Acc 64.17% | WER 86.98% | BLEU-4 0.00
epoch   1 | iteration  4500 | Loss 2.106334 | Acc 72.50% | WER 80.74% | BLEU-4 0.00
epoch   1 | iteration  4600 | Loss 2.088300 | Acc 68.33% | WER 90.18% | BLEU-4 0.00
Average Training Loss of Epoch 1: 2.291385 | Acc: 69.01% | WER 87.74% | BLEU-4 0.00
Average Validation Loss of Epoch 1: 3.487200 | Acc: 61.97% | WER: 92.65% | BLEU-4: 0.00
Average test Loss of Epoch 1: 3.891961 | Acc: 60.03% | WER: 106.60% | BLEU-4: 0.00
####################Epoch 1 Model Saved#####################
epoch   2 | iteration   100 | Loss 2.482372 | Acc 68.33% | WER 82.26% | BLEU-4 0.00
