Logging to file...
Dataset samples: 20652
######################Training Started######################
epoch   1 | iteration   100 | Loss 2.060426 | Acc 75.00% | WER 88.19% | BLEU-4 0.00
epoch   1 | iteration   200 | Loss 3.917885 | Acc 55.00% | WER 78.48% | BLEU-4 0.00
epoch   1 | iteration   300 | Loss 2.662686 | Acc 68.33% | WER 70.33% | BLEU-4 0.00
epoch   1 | iteration   400 | Loss 2.255486 | Acc 73.33% | WER 83.97% | BLEU-4 0.00
epoch   1 | iteration   500 | Loss 1.580414 | Acc 80.00% | WER 60.61% | BLEU-4 0.00
epoch   1 | iteration   600 | Loss 1.790232 | Acc 78.33% | WER 60.00% | BLEU-4 0.00
epoch   1 | iteration   700 | Loss 2.189397 | Acc 75.00% | WER 73.61% | BLEU-4 0.00
epoch   1 | iteration   800 | Loss 2.447203 | Acc 70.00% | WER 58.12% | BLEU-4 0.00
epoch   1 | iteration   900 | Loss 1.778442 | Acc 81.67% | WER 50.83% | BLEU-4 0.00
epoch   1 | iteration  1000 | Loss 2.329341 | Acc 71.67% | WER 67.71% | BLEU-4 0.00
epoch   1 | iteration  1100 | Loss 1.352372 | Acc 83.33% | WER 67.27% | BLEU-4 0.00
epoch   1 | iteration  1200 | Loss 1.571157 | Acc 81.67% | WER 54.33% | BLEU-4 0.00
epoch   1 | iteration  1300 | Loss 1.941323 | Acc 75.00% | WER 65.48% | BLEU-4 0.00
epoch   1 | iteration  1400 | Loss 1.635265 | Acc 80.00% | WER 58.33% | BLEU-4 0.00
epoch   1 | iteration  1500 | Loss 1.496638 | Acc 86.67% | WER 44.44% | BLEU-4 0.00
epoch   1 | iteration  1600 | Loss 1.193319 | Acc 85.00% | WER 45.96% | BLEU-4 0.00
epoch   1 | iteration  1700 | Loss 1.402082 | Acc 85.00% | WER 28.53% | BLEU-4 35.71
epoch   1 | iteration  1800 | Loss 1.133442 | Acc 86.67% | WER 49.23% | BLEU-4 0.00
epoch   1 | iteration  1900 | Loss 1.460384 | Acc 81.67% | WER 50.00% | BLEU-4 0.00
epoch   1 | iteration  2000 | Loss 1.467257 | Acc 83.33% | WER 50.57% | BLEU-4 0.00
epoch   1 | iteration  2100 | Loss 1.312190 | Acc 86.67% | WER 41.67% | BLEU-4 22.22
epoch   1 | iteration  2200 | Loss 1.002976 | Acc 86.67% | WER 57.14% | BLEU-4 0.00
epoch   1 | iteration  2300 | Loss 1.681855 | Acc 83.33% | WER 36.90% | BLEU-4 5.56
epoch   1 | iteration  2400 | Loss 1.457628 | Acc 81.67% | WER 55.05% | BLEU-4 0.00
epoch   1 | iteration  2500 | Loss 2.167762 | Acc 76.67% | WER 42.69% | BLEU-4 8.33
epoch   1 | iteration  2600 | Loss 0.760205 | Acc 90.00% | WER 36.67% | BLEU-4 0.00
epoch   1 | iteration  2700 | Loss 1.349182 | Acc 85.00% | WER 50.00% | BLEU-4 7.79
epoch   1 | iteration  2800 | Loss 1.197966 | Acc 88.33% | WER 31.82% | BLEU-4 18.75
epoch   1 | iteration  2900 | Loss 2.141770 | Acc 75.00% | WER 54.17% | BLEU-4 5.56
epoch   1 | iteration  3000 | Loss 1.381146 | Acc 86.67% | WER 34.52% | BLEU-4 21.97
epoch   1 | iteration  3100 | Loss 0.739757 | Acc 91.67% | WER 20.83% | BLEU-4 50.00
epoch   1 | iteration  3200 | Loss 1.300268 | Acc 86.67% | WER 30.36% | BLEU-4 41.41
epoch   1 | iteration  3300 | Loss 1.320081 | Acc 88.33% | WER 36.87% | BLEU-4 25.00
epoch   1 | iteration  3400 | Loss 0.925132 | Acc 88.33% | WER 28.33% | BLEU-4 19.64
epoch   1 | iteration  3500 | Loss 1.580304 | Acc 81.67% | WER 47.12% | BLEU-4 0.00
epoch   1 | iteration  3600 | Loss 0.756552 | Acc 93.33% | WER 27.78% | BLEU-4 8.33
epoch   1 | iteration  3700 | Loss 1.282662 | Acc 86.67% | WER 47.27% | BLEU-4 0.00
epoch   1 | iteration  3800 | Loss 1.091335 | Acc 90.00% | WER 30.00% | BLEU-4 50.00
epoch   1 | iteration  3900 | Loss 1.191822 | Acc 86.67% | WER 30.30% | BLEU-4 35.42
epoch   1 | iteration  4000 | Loss 1.579843 | Acc 86.67% | WER 36.61% | BLEU-4 4.55
epoch   1 | iteration  4100 | Loss 1.018089 | Acc 90.00% | WER 22.77% | BLEU-4 12.50
epoch   1 | iteration  4200 | Loss 0.787225 | Acc 93.33% | WER 18.85% | BLEU-4 35.00
epoch   1 | iteration  4300 | Loss 0.711602 | Acc 91.67% | WER 27.78% | BLEU-4 50.00
epoch   1 | iteration  4400 | Loss 0.982180 | Acc 88.33% | WER 34.52% | BLEU-4 0.00
epoch   1 | iteration  4500 | Loss 1.014384 | Acc 88.33% | WER 33.04% | BLEU-4 13.64
epoch   1 | iteration  4600 | Loss 0.514888 | Acc 95.00% | WER 18.06% | BLEU-4 33.33
epoch   1 | iteration  4700 | Loss 0.782496 | Acc 90.00% | WER 23.08% | BLEU-4 50.00
epoch   1 | iteration  4800 | Loss 0.871544 | Acc 93.33% | WER 18.18% | BLEU-4 56.25
epoch   1 | iteration  4900 | Loss 0.792451 | Acc 91.67% | WER 25.00% | BLEU-4 16.67
epoch   1 | iteration  5000 | Loss 0.902616 | Acc 93.33% | WER 20.56% | BLEU-4 16.67
epoch   1 | iteration  5100 | Loss 0.475585 | Acc 96.67% | WER 9.09% | BLEU-4 75.00
epoch   1 | iteration  5200 | Loss 0.799270 | Acc 93.33% | WER 18.25% | BLEU-4 18.52
epoch   1 | iteration  5300 | Loss 0.590078 | Acc 91.67% | WER 26.67% | BLEU-4 14.29
epoch   1 | iteration  5400 | Loss 0.797379 | Acc 93.33% | WER 16.23% | BLEU-4 35.23
epoch   1 | iteration  5500 | Loss 0.612735 | Acc 90.00% | WER 21.88% | BLEU-4 41.54
epoch   1 | iteration  5600 | Loss 0.382993 | Acc 96.67% | WER 8.33% | BLEU-4 72.22
epoch   1 | iteration  5700 | Loss 0.924476 | Acc 90.00% | WER 43.64% | BLEU-4 12.50
epoch   1 | iteration  5800 | Loss 0.463614 | Acc 96.67% | WER 20.00% | BLEU-4 50.00
epoch   1 | iteration  5900 | Loss 0.574901 | Acc 95.00% | WER 11.67% | BLEU-4 42.59
epoch   1 | iteration  6000 | Loss 2.053761 | Acc 78.33% | WER 40.68% | BLEU-4 0.00
epoch   1 | iteration  6100 | Loss 0.902569 | Acc 90.00% | WER 24.48% | BLEU-4 38.75
epoch   1 | iteration  6200 | Loss 0.958326 | Acc 90.00% | WER 31.11% | BLEU-4 0.00
epoch   1 | iteration  6300 | Loss 0.420310 | Acc 98.33% | WER 3.57% | BLEU-4 86.36
epoch   1 | iteration  6400 | Loss 2.393311 | Acc 75.00% | WER 47.22% | BLEU-4 0.00
epoch   1 | iteration  6500 | Loss 0.398148 | Acc 96.67% | WER 8.39% | BLEU-4 72.14
epoch   1 | iteration  6600 | Loss 1.077675 | Acc 86.67% | WER 34.19% | BLEU-4 8.33
epoch   1 | iteration  6700 | Loss 0.774752 | Acc 96.67% | WER 5.56% | BLEU-4 83.33
epoch   1 | iteration  6800 | Loss 0.521297 | Acc 95.00% | WER 13.64% | BLEU-4 62.50
epoch   1 | iteration  6900 | Loss 1.480299 | Acc 86.67% | WER 29.09% | BLEU-4 29.17
epoch   1 | iteration  7000 | Loss 0.546089 | Acc 96.67% | WER 13.39% | BLEU-4 45.00
epoch   1 | iteration  7100 | Loss 0.639370 | Acc 95.00% | WER 12.50% | BLEU-4 55.56
epoch   1 | iteration  7200 | Loss 0.941627 | Acc 91.67% | WER 23.57% | BLEU-4 31.82
epoch   1 | iteration  7300 | Loss 0.468166 | Acc 95.00% | WER 12.14% | BLEU-4 56.49
epoch   1 | iteration  7400 | Loss 0.331140 | Acc 96.67% | WER 19.44% | BLEU-4 36.67
epoch   1 | iteration  7500 | Loss 0.708161 | Acc 91.67% | WER 31.43% | BLEU-4 28.57
epoch   1 | iteration  7600 | Loss 0.185648 | Acc 98.33% | WER 8.33% | BLEU-4 50.00
epoch   1 | iteration  7700 | Loss 0.849971 | Acc 93.33% | WER 16.67% | BLEU-4 50.00
epoch   1 | iteration  7800 | Loss 0.750963 | Acc 93.33% | WER 16.07% | BLEU-4 31.82
epoch   1 | iteration  7900 | Loss 1.239109 | Acc 86.67% | WER 36.67% | BLEU-4 7.46
epoch   1 | iteration  8000 | Loss 1.065166 | Acc 90.00% | WER 34.03% | BLEU-4 20.00
epoch   1 | iteration  8100 | Loss 0.255704 | Acc 96.67% | WER 16.67% | BLEU-4 50.00
epoch   1 | iteration  8200 | Loss 0.430877 | Acc 96.67% | WER 10.56% | BLEU-4 45.24
epoch   1 | iteration  8300 | Loss 0.672647 | Acc 98.33% | WER 4.55% | BLEU-4 87.50
epoch   1 | iteration  8400 | Loss 0.801427 | Acc 91.67% | WER 27.22% | BLEU-4 28.57
epoch   1 | iteration  8500 | Loss 0.758025 | Acc 95.00% | WER 13.26% | BLEU-4 52.78
epoch   1 | iteration  8600 | Loss 0.649587 | Acc 95.00% | WER 12.22% | BLEU-4 53.37
epoch   1 | iteration  8700 | Loss 0.400165 | Acc 96.67% | WER 10.99% | BLEU-4 35.00
epoch   1 | iteration  8800 | Loss 0.382487 | Acc 95.00% | WER 26.79% | BLEU-4 0.00
epoch   1 | iteration  8900 | Loss 0.928361 | Acc 90.00% | WER 33.93% | BLEU-4 16.67
epoch   1 | iteration  9000 | Loss 0.174178 | Acc 100.00% | WER 0.00% | BLEU-4 100.00
epoch   1 | iteration  9100 | Loss 0.562654 | Acc 96.67% | WER 12.50% | BLEU-4 60.00
epoch   1 | iteration  9200 | Loss 0.898256 | Acc 90.00% | WER 25.38% | BLEU-4 28.57
Average Training Loss of Epoch 1: 1.101941 | Acc: 88.28% | WER 33.08% | BLEU-4 25.88
