Logging to file...
Dataset samples: 20654
######################Training Started######################
epoch   1 | iteration   100 | Loss 7.931185 | Acc 3.33% | WER 141.25% | BLEU-4 0.00
epoch   1 | iteration   200 | Loss 7.189179 | Acc 3.33% | WER 91.43% | BLEU-4 0.00
epoch   1 | iteration   300 | Loss 6.940379 | Acc 1.67% | WER 178.57% | BLEU-4 0.00
epoch   1 | iteration   400 | Loss 7.665569 | Acc 3.33% | WER 101.04% | BLEU-4 0.00
epoch   1 | iteration   500 | Loss 6.472860 | Acc 1.67% | WER 132.52% | BLEU-4 0.00
epoch   1 | iteration   600 | Loss 6.336589 | Acc 1.67% | WER 91.43% | BLEU-4 0.00
epoch   1 | iteration   700 | Loss 7.305973 | Acc 1.67% | WER 221.88% | BLEU-4 0.00
epoch   1 | iteration   800 | Loss 7.398004 | Acc 3.33% | WER 157.14% | BLEU-4 0.00
epoch   1 | iteration   900 | Loss 6.759597 | Acc 3.33% | WER 91.50% | BLEU-4 0.00
epoch   1 | iteration  1000 | Loss 6.187696 | Acc 3.33% | WER 96.43% | BLEU-4 0.00
epoch   1 | iteration  1100 | Loss 6.443881 | Acc 1.67% | WER 91.99% | BLEU-4 0.00
epoch   1 | iteration  1200 | Loss 6.726389 | Acc 3.33% | WER 133.33% | BLEU-4 0.00
epoch   1 | iteration  1300 | Loss 6.950057 | Acc 5.00% | WER 100.00% | BLEU-4 0.00
epoch   1 | iteration  1400 | Loss 6.852717 | Acc 6.67% | WER 95.83% | BLEU-4 0.00
epoch   1 | iteration  1500 | Loss 5.898772 | Acc 3.33% | WER 175.00% | BLEU-4 0.00
epoch   1 | iteration  1600 | Loss 6.450902 | Acc 3.33% | WER 91.50% | BLEU-4 0.00
epoch   1 | iteration  1700 | Loss 7.248953 | Acc 5.00% | WER 165.18% | BLEU-4 0.00
epoch   1 | iteration  1800 | Loss 6.149532 | Acc 5.00% | WER 94.44% | BLEU-4 0.00
epoch   1 | iteration  1900 | Loss 6.185458 | Acc 3.33% | WER 161.25% | BLEU-4 0.00
epoch   1 | iteration  2000 | Loss 6.262597 | Acc 5.00% | WER 98.29% | BLEU-4 0.00
epoch   1 | iteration  2100 | Loss 6.534817 | Acc 5.00% | WER 89.47% | BLEU-4 0.00
epoch   1 | iteration  2200 | Loss 6.471498 | Acc 3.33% | WER 233.33% | BLEU-4 0.00
epoch   1 | iteration  2300 | Loss 6.124736 | Acc 1.67% | WER 187.50% | BLEU-4 0.00
epoch   1 | iteration  2400 | Loss 6.808908 | Acc 1.67% | WER 157.50% | BLEU-4 0.00
epoch   1 | iteration  2500 | Loss 6.160665 | Acc 6.67% | WER 126.67% | BLEU-4 0.00
epoch   1 | iteration  2600 | Loss 5.886758 | Acc 6.67% | WER 172.92% | BLEU-4 0.00
epoch   1 | iteration  2700 | Loss 7.230686 | Acc 5.00% | WER 175.00% | BLEU-4 0.00
epoch   1 | iteration  2800 | Loss 6.108473 | Acc 8.33% | WER 114.58% | BLEU-4 0.00
epoch   1 | iteration  2900 | Loss 5.558049 | Acc 6.67% | WER 108.33% | BLEU-4 0.00
epoch   1 | iteration  3000 | Loss 6.862296 | Acc 5.00% | WER 168.72% | BLEU-4 0.00
epoch   1 | iteration  3100 | Loss 5.967441 | Acc 1.67% | WER 150.00% | BLEU-4 0.00
epoch   1 | iteration  3200 | Loss 6.394995 | Acc 5.00% | WER 96.67% | BLEU-4 0.00
epoch   1 | iteration  3300 | Loss 5.602367 | Acc 6.67% | WER 87.50% | BLEU-4 0.00
epoch   1 | iteration  3400 | Loss 6.089655 | Acc 5.00% | WER 187.86% | BLEU-4 0.00
epoch   1 | iteration  3500 | Loss 5.752296 | Acc 5.00% | WER 95.00% | BLEU-4 0.00
epoch   1 | iteration  3600 | Loss 6.171134 | Acc 6.67% | WER 88.75% | BLEU-4 0.00
epoch   1 | iteration  3700 | Loss 6.252646 | Acc 6.67% | WER 87.30% | BLEU-4 0.00
epoch   1 | iteration  3800 | Loss 6.079950 | Acc 8.33% | WER 86.67% | BLEU-4 0.00
epoch   1 | iteration  3900 | Loss 6.322902 | Acc 5.00% | WER 94.44% | BLEU-4 0.00
epoch   1 | iteration  4000 | Loss 6.971037 | Acc 6.67% | WER 89.58% | BLEU-4 0.00
epoch   1 | iteration  4100 | Loss 5.377240 | Acc 5.00% | WER 90.00% | BLEU-4 0.00
epoch   1 | iteration  4200 | Loss 6.797182 | Acc 1.67% | WER 298.48% | BLEU-4 0.00
epoch   1 | iteration  4300 | Loss 5.925851 | Acc 6.67% | WER 92.12% | BLEU-4 0.00
epoch   1 | iteration  4400 | Loss 6.281885 | Acc 8.33% | WER 90.89% | BLEU-4 0.00
epoch   1 | iteration  4500 | Loss 4.779493 | Acc 10.00% | WER 75.64% | BLEU-4 0.00
epoch   1 | iteration  4600 | Loss 6.426522 | Acc 5.00% | WER 93.75% | BLEU-4 0.00
