Logging to file...
Dataset samples: 18601
######################Training Started######################
epoch   1 | iteration   100 | Loss 3.211652 | Acc 65.83% | WER 100.00% | BLEU-4 0.00
epoch   1 | iteration   200 | Loss 3.314402 | Acc 62.50% | WER 100.00% | BLEU-4 0.00
epoch   1 | iteration   300 | Loss 2.731156 | Acc 64.17% | WER 106.89% | BLEU-4 0.00
epoch   1 | iteration   400 | Loss 3.502525 | Acc 55.00% | WER 94.01% | BLEU-4 0.00
epoch   1 | iteration   500 | Loss 2.380404 | Acc 67.50% | WER 92.19% | BLEU-4 0.00
epoch   1 | iteration   600 | Loss 2.441491 | Acc 67.50% | WER 82.71% | BLEU-4 0.00
epoch   1 | iteration   700 | Loss 3.360356 | Acc 56.67% | WER 87.81% | BLEU-4 0.00
epoch   1 | iteration   800 | Loss 2.456932 | Acc 69.17% | WER 89.81% | BLEU-4 0.00
epoch   1 | iteration   900 | Loss 1.710847 | Acc 79.17% | WER 81.01% | BLEU-4 0.00
epoch   1 | iteration  1000 | Loss 1.644722 | Acc 75.83% | WER 93.33% | BLEU-4 0.00
epoch   1 | iteration  1100 | Loss 2.407088 | Acc 66.67% | WER 88.44% | BLEU-4 0.00
epoch   1 | iteration  1200 | Loss 2.312439 | Acc 66.67% | WER 91.40% | BLEU-4 0.00
epoch   1 | iteration  1300 | Loss 2.024895 | Acc 73.33% | WER 81.53% | BLEU-4 0.00
epoch   1 | iteration  1400 | Loss 2.121611 | Acc 73.33% | WER 85.15% | BLEU-4 0.00
epoch   1 | iteration  1500 | Loss 1.810624 | Acc 74.17% | WER 88.82% | BLEU-4 0.00
epoch   1 | iteration  1600 | Loss 2.587850 | Acc 65.83% | WER 86.15% | BLEU-4 0.00
epoch   1 | iteration  1700 | Loss 2.187622 | Acc 69.17% | WER 82.41% | BLEU-4 0.00
epoch   1 | iteration  1800 | Loss 2.537109 | Acc 65.00% | WER 87.45% | BLEU-4 0.00
epoch   1 | iteration  1900 | Loss 1.822672 | Acc 76.67% | WER 82.75% | BLEU-4 0.00
epoch   1 | iteration  2000 | Loss 2.374725 | Acc 69.17% | WER 93.33% | BLEU-4 0.00
epoch   1 | iteration  2100 | Loss 2.084445 | Acc 70.00% | WER 94.17% | BLEU-4 0.00
epoch   1 | iteration  2200 | Loss 1.311846 | Acc 80.83% | WER 81.25% | BLEU-4 0.00
