Logging to file...
Dataset samples: 18600
######################Training Started######################
epoch   1 | iteration    40 | Loss 0.256368 | Acc 94.17% | WER 16.66%
epoch   1 | iteration    80 | Loss 0.216085 | Acc 94.17% | WER 25.97%
epoch   1 | iteration   120 | Loss 0.341663 | Acc 94.17% | WER 12.93%
epoch   1 | iteration   160 | Loss 0.331034 | Acc 95.00% | WER 10.38%
epoch   1 | iteration   200 | Loss 0.207401 | Acc 95.83% | WER 15.12%
epoch   1 | iteration   240 | Loss 0.314521 | Acc 95.83% | WER 12.58%
epoch   1 | iteration   280 | Loss 0.268196 | Acc 95.83% | WER 13.62%
epoch   1 | iteration   320 | Loss 0.283611 | Acc 94.17% | WER 22.45%
epoch   1 | iteration   360 | Loss 0.305276 | Acc 92.50% | WER 24.13%
epoch   1 | iteration   400 | Loss 0.297090 | Acc 94.17% | WER 16.54%
epoch   1 | iteration   440 | Loss 0.255560 | Acc 95.83% | WER 13.68%
epoch   1 | iteration   480 | Loss 0.316545 | Acc 93.33% | WER 22.50%
epoch   1 | iteration   520 | Loss 0.250372 | Acc 95.00% | WER 13.60%
epoch   1 | iteration   560 | Loss 0.318318 | Acc 93.33% | WER 18.85%
epoch   1 | iteration   600 | Loss 0.372184 | Acc 93.33% | WER 16.68%
epoch   1 | iteration   640 | Loss 0.255538 | Acc 93.33% | WER 20.74%
epoch   1 | iteration   680 | Loss 0.246231 | Acc 95.00% | WER 18.12%
epoch   1 | iteration   720 | Loss 0.229272 | Acc 95.00% | WER 22.02%
epoch   1 | iteration   760 | Loss 0.265356 | Acc 96.67% | WER 13.54%
epoch   1 | iteration   800 | Loss 0.338172 | Acc 94.17% | WER 20.24%
epoch   1 | iteration   840 | Loss 0.277668 | Acc 94.17% | WER 15.83%
epoch   1 | iteration   880 | Loss 0.271445 | Acc 92.50% | WER 22.25%
epoch   1 | iteration   920 | Loss 0.251014 | Acc 95.83% | WER 15.69%
epoch   1 | iteration   960 | Loss 0.357720 | Acc 93.33% | WER 16.67%
epoch   1 | iteration  1000 | Loss 0.259391 | Acc 95.00% | WER 13.14%
epoch   1 | iteration  1040 | Loss 0.254004 | Acc 95.00% | WER 16.10%
epoch   1 | iteration  1080 | Loss 0.178082 | Acc 96.67% | WER 22.42%
epoch   1 | iteration  1120 | Loss 0.230435 | Acc 96.67% | WER 16.94%
epoch   1 | iteration  1160 | Loss 0.296530 | Acc 95.83% | WER 12.08%
epoch   1 | iteration  1200 | Loss 0.258857 | Acc 96.67% | WER 11.53%
epoch   1 | iteration  1240 | Loss 0.235769 | Acc 95.83% | WER 15.22%
