Logging to file...
Dataset samples: 20654
######################Training Started######################
epoch   1 | iteration   100 | Loss 3.273019 | Acc 63.33% | WER 96.88% | BLEU-4 0.00
epoch   1 | iteration   200 | Loss 1.549484 | Acc 80.00% | WER 85.71% | BLEU-4 0.00
epoch   1 | iteration   300 | Loss 2.897929 | Acc 66.67% | WER 71.11% | BLEU-4 0.00
epoch   1 | iteration   400 | Loss 2.360539 | Acc 73.33% | WER 71.03% | BLEU-4 0.00
epoch   1 | iteration   500 | Loss 2.124943 | Acc 76.67% | WER 60.98% | BLEU-4 0.00
epoch   1 | iteration   600 | Loss 2.386367 | Acc 73.33% | WER 70.08% | BLEU-4 0.00
epoch   1 | iteration   700 | Loss 2.205616 | Acc 73.33% | WER 64.66% | BLEU-4 0.00
epoch   1 | iteration   800 | Loss 1.984394 | Acc 76.67% | WER 57.78% | BLEU-4 0.00
epoch   1 | iteration   900 | Loss 1.674641 | Acc 75.00% | WER 69.71% | BLEU-4 0.00
epoch   1 | iteration  1000 | Loss 1.420418 | Acc 81.67% | WER 60.39% | BLEU-4 0.00
epoch   1 | iteration  1100 | Loss 2.140807 | Acc 78.33% | WER 64.42% | BLEU-4 0.00
epoch   1 | iteration  1200 | Loss 2.122234 | Acc 78.33% | WER 39.91% | BLEU-4 20.47
epoch   1 | iteration  1300 | Loss 1.602597 | Acc 80.00% | WER 55.00% | BLEU-4 0.00
epoch   1 | iteration  1400 | Loss 1.008336 | Acc 86.67% | WER 55.00% | BLEU-4 0.00
epoch   1 | iteration  1500 | Loss 1.546014 | Acc 81.67% | WER 38.89% | BLEU-4 0.00
epoch   1 | iteration  1600 | Loss 0.899188 | Acc 90.00% | WER 35.42% | BLEU-4 0.00
epoch   1 | iteration  1700 | Loss 1.659102 | Acc 80.00% | WER 52.27% | BLEU-4 0.00
epoch   1 | iteration  1800 | Loss 1.824548 | Acc 76.67% | WER 58.74% | BLEU-4 0.00
epoch   1 | iteration  1900 | Loss 1.400857 | Acc 85.00% | WER 51.43% | BLEU-4 0.00
epoch   1 | iteration  2000 | Loss 0.962982 | Acc 90.00% | WER 36.51% | BLEU-4 0.00
epoch   1 | iteration  2100 | Loss 1.626180 | Acc 83.33% | WER 34.66% | BLEU-4 2.63
epoch   1 | iteration  2200 | Loss 1.949438 | Acc 78.33% | WER 58.33% | BLEU-4 0.00
epoch   1 | iteration  2300 | Loss 1.516274 | Acc 85.00% | WER 40.18% | BLEU-4 0.00
epoch   1 | iteration  2400 | Loss 1.861385 | Acc 76.67% | WER 58.33% | BLEU-4 0.00
epoch   1 | iteration  2500 | Loss 2.098605 | Acc 76.67% | WER 53.85% | BLEU-4 0.00
epoch   1 | iteration  2600 | Loss 1.380192 | Acc 85.00% | WER 50.00% | BLEU-4 0.00
epoch   1 | iteration  2700 | Loss 1.351116 | Acc 83.33% | WER 38.46% | BLEU-4 5.00
epoch   1 | iteration  2800 | Loss 0.455378 | Acc 95.00% | WER 25.00% | BLEU-4 0.00
epoch   1 | iteration  2900 | Loss 1.858338 | Acc 78.33% | WER 49.40% | BLEU-4 5.71
epoch   1 | iteration  3000 | Loss 1.943473 | Acc 78.33% | WER 56.67% | BLEU-4 14.29
epoch   1 | iteration  3100 | Loss 2.031995 | Acc 76.67% | WER 45.83% | BLEU-4 13.99
epoch   1 | iteration  3200 | Loss 0.783352 | Acc 91.67% | WER 22.73% | BLEU-4 50.00
epoch   1 | iteration  3300 | Loss 1.599014 | Acc 83.33% | WER 42.14% | BLEU-4 0.00
epoch   1 | iteration  3400 | Loss 1.868732 | Acc 80.00% | WER 37.70% | BLEU-4 25.00
epoch   1 | iteration  3500 | Loss 0.887887 | Acc 90.00% | WER 47.62% | BLEU-4 0.00
epoch   1 | iteration  3600 | Loss 0.557158 | Acc 95.00% | WER 20.83% | BLEU-4 27.78
epoch   1 | iteration  3700 | Loss 1.567179 | Acc 81.67% | WER 55.05% | BLEU-4 0.00
epoch   1 | iteration  3800 | Loss 0.405346 | Acc 95.00% | WER 23.81% | BLEU-4 25.00
epoch   1 | iteration  3900 | Loss 1.234629 | Acc 85.00% | WER 45.00% | BLEU-4 0.00
epoch   1 | iteration  4000 | Loss 0.617800 | Acc 96.67% | WER 10.80% | BLEU-4 35.00
epoch   1 | iteration  4100 | Loss 1.533359 | Acc 86.67% | WER 27.16% | BLEU-4 25.38
epoch   1 | iteration  4200 | Loss 0.711533 | Acc 93.33% | WER 29.17% | BLEU-4 10.00
epoch   1 | iteration  4300 | Loss 0.759823 | Acc 96.67% | WER 6.67% | BLEU-4 79.17
epoch   1 | iteration  4400 | Loss 1.298909 | Acc 86.67% | WER 39.39% | BLEU-4 0.00
epoch   1 | iteration  4500 | Loss 0.660303 | Acc 93.33% | WER 21.25% | BLEU-4 37.14
epoch   1 | iteration  4600 | Loss 0.364184 | Acc 100.00% | WER 0.00% | BLEU-4 100.00
epoch   1 | iteration  4700 | Loss 0.429717 | Acc 96.67% | WER 11.11% | BLEU-4 50.00
epoch   1 | iteration  4800 | Loss 0.629715 | Acc 93.33% | WER 16.67% | BLEU-4 55.56
epoch   1 | iteration  4900 | Loss 0.599964 | Acc 93.33% | WER 23.33% | BLEU-4 33.33
epoch   1 | iteration  5000 | Loss 0.570807 | Acc 96.67% | WER 12.70% | BLEU-4 70.83
epoch   1 | iteration  5100 | Loss 0.758135 | Acc 93.33% | WER 20.83% | BLEU-4 22.22
epoch   1 | iteration  5200 | Loss 0.574301 | Acc 95.00% | WER 14.65% | BLEU-4 35.42
epoch   1 | iteration  5300 | Loss 1.630577 | Acc 83.33% | WER 45.00% | BLEU-4 0.00
epoch   1 | iteration  5400 | Loss 0.862359 | Acc 91.67% | WER 19.23% | BLEU-4 55.00
epoch   1 | iteration  5500 | Loss 0.708158 | Acc 93.33% | WER 22.22% | BLEU-4 50.00
epoch   1 | iteration  5600 | Loss 0.275388 | Acc 100.00% | WER 0.00% | BLEU-4 100.00
epoch   1 | iteration  5700 | Loss 1.716177 | Acc 80.00% | WER 35.76% | BLEU-4 3.33
epoch   1 | iteration  5800 | Loss 0.261063 | Acc 96.67% | WER 13.39% | BLEU-4 30.00
epoch   1 | iteration  5900 | Loss 1.478287 | Acc 85.00% | WER 33.73% | BLEU-4 0.00
epoch   1 | iteration  6000 | Loss 0.976187 | Acc 90.00% | WER 29.55% | BLEU-4 37.50
epoch   1 | iteration  6100 | Loss 0.624491 | Acc 95.00% | WER 10.71% | BLEU-4 68.18
epoch   1 | iteration  6200 | Loss 0.584678 | Acc 96.67% | WER 10.00% | BLEU-4 50.00
epoch   1 | iteration  6300 | Loss 1.679322 | Acc 80.00% | WER 40.18% | BLEU-4 7.69
epoch   1 | iteration  6400 | Loss 0.882415 | Acc 90.00% | WER 31.31% | BLEU-4 25.00
epoch   1 | iteration  6500 | Loss 0.240767 | Acc 98.33% | WER 5.00% | BLEU-4 85.71
epoch   1 | iteration  6600 | Loss 0.741468 | Acc 93.33% | WER 22.50% | BLEU-4 14.29
epoch   1 | iteration  6700 | Loss 0.672902 | Acc 93.33% | WER 25.00% | BLEU-4 30.00
epoch   1 | iteration  6800 | Loss 1.088487 | Acc 90.00% | WER 22.62% | BLEU-4 26.77
epoch   1 | iteration  6900 | Loss 0.633822 | Acc 91.67% | WER 30.30% | BLEU-4 0.00
epoch   1 | iteration  7000 | Loss 0.859124 | Acc 90.00% | WER 33.33% | BLEU-4 27.78
epoch   1 | iteration  7100 | Loss 1.322888 | Acc 88.33% | WER 21.37% | BLEU-4 32.78
epoch   1 | iteration  7200 | Loss 0.806091 | Acc 91.67% | WER 25.76% | BLEU-4 12.50
epoch   1 | iteration  7300 | Loss 0.490028 | Acc 96.67% | WER 7.69% | BLEU-4 90.00
epoch   1 | iteration  7400 | Loss 0.664869 | Acc 93.33% | WER 26.98% | BLEU-4 16.67
epoch   1 | iteration  7500 | Loss 0.716465 | Acc 93.33% | WER 20.00% | BLEU-4 50.00
epoch   1 | iteration  7600 | Loss 0.167113 | Acc 100.00% | WER 0.00% | BLEU-4 100.00
epoch   1 | iteration  7700 | Loss 0.954251 | Acc 91.67% | WER 23.33% | BLEU-4 42.65
epoch   1 | iteration  7800 | Loss 0.498241 | Acc 95.00% | WER 15.83% | BLEU-4 65.83
epoch   1 | iteration  7900 | Loss 0.633134 | Acc 96.67% | WER 6.67% | BLEU-4 75.39
epoch   1 | iteration  8000 | Loss 0.888611 | Acc 91.67% | WER 23.61% | BLEU-4 28.76
epoch   1 | iteration  8100 | Loss 1.552085 | Acc 85.00% | WER 30.00% | BLEU-4 15.93
epoch   1 | iteration  8200 | Loss 0.581880 | Acc 95.00% | WER 12.50% | BLEU-4 72.83
epoch   1 | iteration  8300 | Loss 0.580357 | Acc 93.33% | WER 23.61% | BLEU-4 8.33
epoch   1 | iteration  8400 | Loss 0.622446 | Acc 93.33% | WER 19.55% | BLEU-4 32.14
epoch   1 | iteration  8500 | Loss 0.435519 | Acc 96.67% | WER 14.29% | BLEU-4 50.00
epoch   1 | iteration  8600 | Loss 0.822735 | Acc 93.33% | WER 11.11% | BLEU-4 73.33
epoch   1 | iteration  8700 | Loss 0.837316 | Acc 91.67% | WER 28.57% | BLEU-4 22.73
epoch   1 | iteration  8800 | Loss 0.161125 | Acc 98.33% | WER 5.56% | BLEU-4 66.67
epoch   1 | iteration  8900 | Loss 0.625877 | Acc 95.00% | WER 13.64% | BLEU-4 62.50
epoch   1 | iteration  9000 | Loss 0.612165 | Acc 96.67% | WER 9.40% | BLEU-4 47.65
epoch   1 | iteration  9100 | Loss 0.447359 | Acc 96.67% | WER 9.09% | BLEU-4 75.00
epoch   1 | iteration  9200 | Loss 0.278101 | Acc 98.33% | WER 10.00% | BLEU-4 50.00
Average Training Loss of Epoch 1: 1.102073 | Acc: 88.27% | WER 33.01% | BLEU-4 25.94
