Logging to file...
Dataset samples: 18601
######################Training Started######################
epoch   1 | iteration   100 | Loss 2.646884 | Acc 70.00% | WER 100.00% | BLEU-4 0.00
epoch   1 | iteration   200 | Loss 3.432261 | Acc 60.00% | WER 100.00% | BLEU-4 0.00
epoch   1 | iteration   300 | Loss 2.215592 | Acc 69.17% | WER 99.15% | BLEU-4 0.00
epoch   1 | iteration   400 | Loss 2.659247 | Acc 65.83% | WER 90.73% | BLEU-4 0.00
epoch   1 | iteration   500 | Loss 3.341923 | Acc 61.67% | WER 85.56% | BLEU-4 0.00
epoch   1 | iteration   600 | Loss 2.496549 | Acc 65.00% | WER 92.37% | BLEU-4 0.00
epoch   1 | iteration   700 | Loss 2.684063 | Acc 65.83% | WER 89.94% | BLEU-4 0.00
epoch   1 | iteration   800 | Loss 2.217573 | Acc 68.33% | WER 95.58% | BLEU-4 0.00
epoch   1 | iteration   900 | Loss 2.060199 | Acc 70.83% | WER 81.41% | BLEU-4 0.00
epoch   1 | iteration  1000 | Loss 2.741299 | Acc 65.00% | WER 88.21% | BLEU-4 0.00
epoch   1 | iteration  1100 | Loss 2.203000 | Acc 70.00% | WER 87.90% | BLEU-4 0.00
epoch   1 | iteration  1200 | Loss 1.532156 | Acc 75.00% | WER 94.44% | BLEU-4 0.00
epoch   1 | iteration  1300 | Loss 2.090402 | Acc 70.83% | WER 81.87% | BLEU-4 0.00
epoch   1 | iteration  1400 | Loss 2.177563 | Acc 70.00% | WER 85.37% | BLEU-4 0.00
epoch   1 | iteration  1500 | Loss 2.235103 | Acc 70.00% | WER 77.14% | BLEU-4 0.00
epoch   1 | iteration  1600 | Loss 2.734093 | Acc 64.17% | WER 87.64% | BLEU-4 0.00
epoch   1 | iteration  1700 | Loss 2.051896 | Acc 70.83% | WER 89.99% | BLEU-4 0.00
epoch   1 | iteration  1800 | Loss 2.179214 | Acc 75.00% | WER 87.68% | BLEU-4 0.00
epoch   1 | iteration  1900 | Loss 1.798196 | Acc 74.17% | WER 79.55% | BLEU-4 0.00
epoch   1 | iteration  2000 | Loss 1.720534 | Acc 74.17% | WER 81.29% | BLEU-4 0.00
epoch   1 | iteration  2100 | Loss 2.038113 | Acc 70.83% | WER 87.75% | BLEU-4 0.00
epoch   1 | iteration  2200 | Loss 1.647619 | Acc 75.83% | WER 91.25% | BLEU-4 0.00
epoch   1 | iteration  2300 | Loss 2.092141 | Acc 71.67% | WER 90.42% | BLEU-4 0.00
epoch   1 | iteration  2400 | Loss 1.620089 | Acc 72.50% | WER 88.28% | BLEU-4 0.00
epoch   1 | iteration  2500 | Loss 2.390092 | Acc 67.50% | WER 83.39% | BLEU-4 0.00
epoch   1 | iteration  2600 | Loss 2.339099 | Acc 70.00% | WER 89.74% | BLEU-4 0.00
epoch   1 | iteration  2700 | Loss 1.658512 | Acc 73.33% | WER 82.86% | BLEU-4 0.00
epoch   1 | iteration  2800 | Loss 1.937835 | Acc 73.33% | WER 89.44% | BLEU-4 0.00
epoch   1 | iteration  2900 | Loss 1.750746 | Acc 71.67% | WER 90.80% | BLEU-4 0.00
epoch   1 | iteration  3000 | Loss 2.881472 | Acc 64.17% | WER 87.85% | BLEU-4 0.00
epoch   1 | iteration  3100 | Loss 2.311735 | Acc 68.33% | WER 89.51% | BLEU-4 0.00
epoch   1 | iteration  3200 | Loss 2.834022 | Acc 61.67% | WER 86.57% | BLEU-4 0.00
epoch   1 | iteration  3300 | Loss 2.350896 | Acc 65.83% | WER 85.56% | BLEU-4 0.00
epoch   1 | iteration  3400 | Loss 2.006142 | Acc 70.00% | WER 81.35% | BLEU-4 0.00
epoch   1 | iteration  3500 | Loss 1.993547 | Acc 72.50% | WER 89.90% | BLEU-4 0.00
epoch   1 | iteration  3600 | Loss 2.101672 | Acc 70.83% | WER 87.15% | BLEU-4 0.00
epoch   1 | iteration  3700 | Loss 2.294708 | Acc 66.67% | WER 78.70% | BLEU-4 0.00
epoch   1 | iteration  3800 | Loss 2.702259 | Acc 65.00% | WER 80.06% | BLEU-4 0.00
epoch   1 | iteration  3900 | Loss 2.362613 | Acc 68.33% | WER 83.93% | BLEU-4 0.00
epoch   1 | iteration  4000 | Loss 2.445954 | Acc 61.67% | WER 88.76% | BLEU-4 0.00
epoch   1 | iteration  4100 | Loss 1.836885 | Acc 72.50% | WER 80.28% | BLEU-4 0.00
epoch   1 | iteration  4200 | Loss 2.043916 | Acc 73.33% | WER 80.55% | BLEU-4 0.00
epoch   1 | iteration  4300 | Loss 2.436319 | Acc 66.67% | WER 86.05% | BLEU-4 0.00
epoch   1 | iteration  4400 | Loss 1.846462 | Acc 72.50% | WER 80.28% | BLEU-4 0.00
epoch   1 | iteration  4500 | Loss 1.726138 | Acc 73.33% | WER 86.39% | BLEU-4 0.00
epoch   1 | iteration  4600 | Loss 2.378735 | Acc 69.17% | WER 85.43% | BLEU-4 0.00
Average Training Loss of Epoch 1: 2.298215 | Acc: 68.94% | WER 87.93% | BLEU-4 0.00
Average Validation Loss of Epoch 1: 4.325805 | Acc: 64.20% | WER: 82.09% | BLEU-4: 0.00
Average test Loss of Epoch 1: 4.271095 | Acc: 64.30% | WER: 87.34% | BLEU-4: 0.00
####################Epoch 1 Model Saved#####################
epoch   2 | iteration   100 | Loss 1.656657 | Acc 75.83% | WER 80.87% | BLEU-4 0.00
epoch   2 | iteration   200 | Loss 2.417298 | Acc 70.83% | WER 85.51% | BLEU-4 0.00
epoch   2 | iteration   300 | Loss 2.048532 | Acc 70.83% | WER 76.47% | BLEU-4 0.00
epoch   2 | iteration   400 | Loss 2.095231 | Acc 71.67% | WER 88.49% | BLEU-4 0.00
epoch   2 | iteration   500 | Loss 1.596011 | Acc 80.83% | WER 85.42% | BLEU-4 0.00
epoch   2 | iteration   600 | Loss 2.393474 | Acc 67.50% | WER 83.43% | BLEU-4 0.00
epoch   2 | iteration   700 | Loss 1.501423 | Acc 75.83% | WER 78.55% | BLEU-4 0.00
epoch   2 | iteration   800 | Loss 2.233405 | Acc 70.00% | WER 83.45% | BLEU-4 0.00
epoch   2 | iteration   900 | Loss 1.713206 | Acc 75.00% | WER 81.45% | BLEU-4 0.00
epoch   2 | iteration  1000 | Loss 1.575247 | Acc 77.50% | WER 76.19% | BLEU-4 0.00
epoch   2 | iteration  1100 | Loss 1.713645 | Acc 75.00% | WER 94.64% | BLEU-4 0.00
epoch   2 | iteration  1200 | Loss 1.691090 | Acc 74.17% | WER 84.34% | BLEU-4 0.00
epoch   2 | iteration  1300 | Loss 2.826344 | Acc 60.83% | WER 83.90% | BLEU-4 0.00
epoch   2 | iteration  1400 | Loss 2.438914 | Acc 62.50% | WER 83.14% | BLEU-4 0.00
epoch   2 | iteration  1500 | Loss 2.200609 | Acc 66.67% | WER 83.57% | BLEU-4 0.00
epoch   2 | iteration  1600 | Loss 2.324969 | Acc 68.33% | WER 82.99% | BLEU-4 0.00
epoch   2 | iteration  1700 | Loss 1.324426 | Acc 80.00% | WER 75.32% | BLEU-4 0.00
epoch   2 | iteration  1800 | Loss 2.322568 | Acc 65.00% | WER 90.30% | BLEU-4 0.00
epoch   2 | iteration  1900 | Loss 1.681466 | Acc 75.00% | WER 76.47% | BLEU-4 0.00
epoch   2 | iteration  2000 | Loss 1.857708 | Acc 74.17% | WER 87.40% | BLEU-4 0.00
epoch   2 | iteration  2100 | Loss 2.202796 | Acc 70.00% | WER 87.07% | BLEU-4 0.00
epoch   2 | iteration  2200 | Loss 2.295925 | Acc 68.33% | WER 88.17% | BLEU-4 0.00
epoch   2 | iteration  2300 | Loss 2.443377 | Acc 67.50% | WER 80.28% | BLEU-4 0.00
epoch   2 | iteration  2400 | Loss 2.000361 | Acc 70.83% | WER 77.26% | BLEU-4 0.00
epoch   2 | iteration  2500 | Loss 2.156818 | Acc 67.50% | WER 86.06% | BLEU-4 0.00
epoch   2 | iteration  2600 | Loss 2.032304 | Acc 70.83% | WER 80.07% | BLEU-4 0.00
epoch   2 | iteration  2700 | Loss 1.878066 | Acc 68.33% | WER 85.00% | BLEU-4 0.00
epoch   2 | iteration  2800 | Loss 2.224282 | Acc 73.33% | WER 83.79% | BLEU-4 0.00
epoch   2 | iteration  2900 | Loss 1.440144 | Acc 75.83% | WER 88.60% | BLEU-4 0.00
epoch   2 | iteration  3000 | Loss 2.909678 | Acc 58.33% | WER 84.91% | BLEU-4 0.00
epoch   2 | iteration  3100 | Loss 1.481138 | Acc 75.83% | WER 91.45% | BLEU-4 0.00
epoch   2 | iteration  3200 | Loss 2.192770 | Acc 70.00% | WER 79.17% | BLEU-4 0.00
epoch   2 | iteration  3300 | Loss 2.058579 | Acc 68.33% | WER 88.27% | BLEU-4 0.00
epoch   2 | iteration  3400 | Loss 2.559640 | Acc 66.67% | WER 79.48% | BLEU-4 0.00
epoch   2 | iteration  3500 | Loss 2.547215 | Acc 67.50% | WER 78.21% | BLEU-4 0.00
epoch   2 | iteration  3600 | Loss 2.057252 | Acc 71.67% | WER 83.95% | BLEU-4 0.00
epoch   2 | iteration  3700 | Loss 1.849487 | Acc 72.50% | WER 83.38% | BLEU-4 0.00
epoch   2 | iteration  3800 | Loss 2.163308 | Acc 68.33% | WER 80.78% | BLEU-4 0.00
epoch   2 | iteration  3900 | Loss 2.556416 | Acc 65.83% | WER 85.56% | BLEU-4 0.00
