Logging to file...
Dataset samples: 18801
######################Training Started######################
epoch   1 | iteration    20 | Loss 5.242842 | Acc 61.46% | WER 100.00%
epoch   1 | iteration    40 | Loss 4.241356 | Acc 61.46% | WER 100.00%
epoch   1 | iteration    60 | Loss 4.229259 | Acc 58.13% | WER 100.00%
epoch   1 | iteration    80 | Loss 3.800987 | Acc 60.21% | WER 100.00%
epoch   1 | iteration   100 | Loss 3.502694 | Acc 62.71% | WER 100.00%
epoch   1 | iteration   120 | Loss 3.145382 | Acc 64.38% | WER 100.00%
epoch   1 | iteration   140 | Loss 3.404137 | Acc 62.50% | WER 100.00%
epoch   1 | iteration   160 | Loss 3.325008 | Acc 62.92% | WER 100.00%
epoch   1 | iteration   180 | Loss 3.118791 | Acc 64.79% | WER 100.00%
epoch   1 | iteration   200 | Loss 3.280696 | Acc 60.62% | WER 100.00%
epoch   1 | iteration   220 | Loss 2.918144 | Acc 62.71% | WER 99.11%
epoch   1 | iteration   240 | Loss 2.863716 | Acc 60.62% | WER 88.99%
epoch   1 | iteration   260 | Loss 2.933793 | Acc 59.58% | WER 92.55%
epoch   1 | iteration   280 | Loss 2.855427 | Acc 62.92% | WER 88.72%
epoch   1 | iteration   300 | Loss 2.598767 | Acc 64.38% | WER 87.92%
epoch   1 | iteration   320 | Loss 2.538950 | Acc 65.83% | WER 90.25%
epoch   1 | iteration   340 | Loss 2.737168 | Acc 65.00% | WER 93.69%
epoch   1 | iteration   360 | Loss 2.244980 | Acc 70.21% | WER 88.49%
epoch   1 | iteration   380 | Loss 2.532263 | Acc 65.62% | WER 94.55%
epoch   1 | iteration   400 | Loss 2.724783 | Acc 63.96% | WER 92.12%
epoch   1 | iteration   420 | Loss 2.507099 | Acc 67.50% | WER 86.93%
epoch   1 | iteration   440 | Loss 2.471421 | Acc 67.71% | WER 87.95%
epoch   1 | iteration   460 | Loss 2.451494 | Acc 67.08% | WER 89.53%
epoch   1 | iteration   480 | Loss 2.334738 | Acc 66.88% | WER 90.65%
epoch   1 | iteration   500 | Loss 2.351349 | Acc 68.75% | WER 88.89%
epoch   1 | iteration   520 | Loss 2.166804 | Acc 69.58% | WER 91.51%
epoch   1 | iteration   540 | Loss 2.779279 | Acc 64.17% | WER 87.41%
epoch   1 | iteration   560 | Loss 2.394327 | Acc 69.17% | WER 87.45%
epoch   1 | iteration   580 | Loss 2.744517 | Acc 63.96% | WER 88.37%
epoch   1 | iteration   600 | Loss 2.078799 | Acc 72.50% | WER 90.72%
epoch   1 | iteration   620 | Loss 2.020970 | Acc 71.88% | WER 86.50%
epoch   1 | iteration   640 | Loss 2.237728 | Acc 70.21% | WER 87.17%
epoch   1 | iteration   660 | Loss 2.221287 | Acc 70.21% | WER 86.37%
epoch   1 | iteration   680 | Loss 2.174654 | Acc 70.83% | WER 87.32%
epoch   1 | iteration   700 | Loss 2.280915 | Acc 68.75% | WER 88.09%
epoch   1 | iteration   720 | Loss 2.266929 | Acc 69.58% | WER 86.53%
epoch   1 | iteration   740 | Loss 1.965474 | Acc 73.33% | WER 85.92%
epoch   1 | iteration   760 | Loss 2.267002 | Acc 70.21% | WER 89.46%
epoch   1 | iteration   780 | Loss 2.089643 | Acc 70.42% | WER 87.09%
epoch   1 | iteration   800 | Loss 2.253657 | Acc 69.58% | WER 86.66%
epoch   1 | iteration   820 | Loss 2.463820 | Acc 64.58% | WER 89.38%
epoch   1 | iteration   840 | Loss 2.029262 | Acc 71.88% | WER 85.99%
epoch   1 | iteration   860 | Loss 2.612545 | Acc 64.17% | WER 90.18%
epoch   1 | iteration   880 | Loss 2.126701 | Acc 69.38% | WER 86.39%
epoch   1 | iteration   900 | Loss 2.332328 | Acc 69.58% | WER 88.79%
epoch   1 | iteration   920 | Loss 2.333091 | Acc 70.00% | WER 84.59%
epoch   1 | iteration   940 | Loss 2.172590 | Acc 70.42% | WER 82.81%
epoch   1 | iteration   960 | Loss 2.064194 | Acc 72.29% | WER 88.27%
epoch   1 | iteration   980 | Loss 2.125312 | Acc 72.29% | WER 87.18%
epoch   1 | iteration  1000 | Loss 2.174263 | Acc 71.88% | WER 85.36%
epoch   1 | iteration  1020 | Loss 2.121744 | Acc 70.21% | WER 91.49%
epoch   1 | iteration  1040 | Loss 2.369089 | Acc 67.50% | WER 84.14%
epoch   1 | iteration  1060 | Loss 2.369880 | Acc 68.54% | WER 83.90%
epoch   1 | iteration  1080 | Loss 2.238730 | Acc 67.29% | WER 87.75%
epoch   1 | iteration  1100 | Loss 2.247396 | Acc 70.21% | WER 87.17%
epoch   1 | iteration  1120 | Loss 1.907172 | Acc 72.71% | WER 88.88%
epoch   1 | iteration  1140 | Loss 2.259883 | Acc 70.00% | WER 83.20%
Average Training Loss of Epoch 1: 2.633758 | Acc: 66.86% | WER 91.91%
####################Epoch 1 Model Saved#####################
epoch   2 | iteration    20 | Loss 2.306386 | Acc 69.38% | WER 83.11%
epoch   2 | iteration    40 | Loss 2.051841 | Acc 70.62% | WER 90.50%
epoch   2 | iteration    60 | Loss 2.222015 | Acc 70.42% | WER 82.66%
epoch   2 | iteration    80 | Loss 2.259964 | Acc 67.29% | WER 85.84%
epoch   2 | iteration   100 | Loss 2.202392 | Acc 69.58% | WER 85.58%
epoch   2 | iteration   120 | Loss 2.328800 | Acc 69.17% | WER 82.53%
epoch   2 | iteration   140 | Loss 1.955620 | Acc 72.29% | WER 84.68%
epoch   2 | iteration   160 | Loss 2.259956 | Acc 66.67% | WER 88.53%
epoch   2 | iteration   180 | Loss 1.999344 | Acc 73.33% | WER 84.28%
epoch   2 | iteration   200 | Loss 2.046414 | Acc 73.12% | WER 83.51%
epoch   2 | iteration   220 | Loss 2.312858 | Acc 67.92% | WER 84.20%
epoch   2 | iteration   240 | Loss 2.001229 | Acc 71.25% | WER 84.84%
epoch   2 | iteration   260 | Loss 2.362034 | Acc 65.83% | WER 88.90%
epoch   2 | iteration   280 | Loss 1.946183 | Acc 71.88% | WER 84.91%
epoch   2 | iteration   300 | Loss 2.041527 | Acc 71.46% | WER 85.73%
epoch   2 | iteration   320 | Loss 2.292127 | Acc 68.54% | WER 85.25%
epoch   2 | iteration   340 | Loss 2.179483 | Acc 68.54% | WER 86.33%
epoch   2 | iteration   360 | Loss 1.994262 | Acc 72.29% | WER 90.20%
epoch   2 | iteration   380 | Loss 1.759852 | Acc 73.54% | WER 88.36%
epoch   2 | iteration   400 | Loss 2.175275 | Acc 70.21% | WER 86.80%
epoch   2 | iteration   420 | Loss 2.157537 | Acc 71.67% | WER 83.72%
epoch   2 | iteration   440 | Loss 1.916632 | Acc 73.12% | WER 83.25%
epoch   2 | iteration   460 | Loss 2.174378 | Acc 70.00% | WER 84.31%
epoch   2 | iteration   480 | Loss 2.026460 | Acc 73.12% | WER 82.29%
epoch   2 | iteration   500 | Loss 2.350348 | Acc 66.04% | WER 84.74%
epoch   2 | iteration   520 | Loss 2.047052 | Acc 71.88% | WER 83.77%
epoch   2 | iteration   540 | Loss 2.300819 | Acc 68.12% | WER 87.49%
epoch   2 | iteration   560 | Loss 2.177834 | Acc 69.79% | WER 83.08%
epoch   2 | iteration   580 | Loss 1.951357 | Acc 73.12% | WER 83.64%
epoch   2 | iteration   600 | Loss 2.322109 | Acc 66.67% | WER 86.48%
epoch   2 | iteration   620 | Loss 2.217460 | Acc 68.75% | WER 80.96%
epoch   2 | iteration   640 | Loss 2.370804 | Acc 67.29% | WER 87.89%
epoch   2 | iteration   660 | Loss 1.761107 | Acc 75.83% | WER 83.96%
epoch   2 | iteration   680 | Loss 2.140712 | Acc 69.58% | WER 85.88%
epoch   2 | iteration   700 | Loss 2.486136 | Acc 67.50% | WER 86.69%
epoch   2 | iteration   720 | Loss 1.576481 | Acc 76.67% | WER 82.95%
epoch   2 | iteration   740 | Loss 2.196687 | Acc 70.42% | WER 84.66%
epoch   2 | iteration   760 | Loss 2.500293 | Acc 66.46% | WER 85.60%
epoch   2 | iteration   780 | Loss 2.170694 | Acc 67.92% | WER 85.11%
epoch   2 | iteration   800 | Loss 2.250783 | Acc 67.92% | WER 87.85%
epoch   2 | iteration   820 | Loss 2.473942 | Acc 65.00% | WER 80.86%
epoch   2 | iteration   840 | Loss 2.269850 | Acc 68.12% | WER 86.66%
epoch   2 | iteration   860 | Loss 1.908709 | Acc 72.71% | WER 82.70%
epoch   2 | iteration   880 | Loss 2.012427 | Acc 73.12% | WER 90.28%
epoch   2 | iteration   900 | Loss 2.518106 | Acc 64.38% | WER 86.07%
epoch   2 | iteration   920 | Loss 2.090132 | Acc 70.21% | WER 85.43%
epoch   2 | iteration   940 | Loss 2.264150 | Acc 67.92% | WER 83.93%
epoch   2 | iteration   960 | Loss 1.850880 | Acc 74.17% | WER 86.49%
epoch   2 | iteration   980 | Loss 2.220453 | Acc 68.75% | WER 82.87%
epoch   2 | iteration  1000 | Loss 1.868947 | Acc 72.08% | WER 82.54%
epoch   2 | iteration  1020 | Loss 2.079936 | Acc 70.42% | WER 83.74%
epoch   2 | iteration  1040 | Loss 1.845847 | Acc 72.92% | WER 81.77%
epoch   2 | iteration  1060 | Loss 2.311826 | Acc 69.58% | WER 86.52%
epoch   2 | iteration  1080 | Loss 1.974288 | Acc 72.29% | WER 81.91%
epoch   2 | iteration  1100 | Loss 1.874251 | Acc 74.79% | WER 83.63%
epoch   2 | iteration  1120 | Loss 2.334060 | Acc 66.25% | WER 86.54%
epoch   2 | iteration  1140 | Loss 2.085007 | Acc 71.04% | WER 83.66%
Average Training Loss of Epoch 2: 2.131593 | Acc: 70.13% | WER 85.23%
####################Epoch 2 Model Saved#####################
epoch   3 | iteration    20 | Loss 1.896605 | Acc 73.33% | WER 78.87%
epoch   3 | iteration    40 | Loss 2.125939 | Acc 67.71% | WER 80.62%
epoch   3 | iteration    60 | Loss 2.100248 | Acc 69.58% | WER 86.61%
epoch   3 | iteration    80 | Loss 1.923997 | Acc 72.29% | WER 83.69%
epoch   3 | iteration   100 | Loss 1.874969 | Acc 72.92% | WER 81.79%
epoch   3 | iteration   120 | Loss 1.824718 | Acc 73.54% | WER 85.46%
epoch   3 | iteration   140 | Loss 2.174733 | Acc 68.54% | WER 83.09%
epoch   3 | iteration   160 | Loss 2.041953 | Acc 70.00% | WER 82.79%
epoch   3 | iteration   180 | Loss 1.984844 | Acc 72.08% | WER 77.86%
epoch   3 | iteration   200 | Loss 2.289546 | Acc 67.71% | WER 83.34%
epoch   3 | iteration   220 | Loss 1.687185 | Acc 75.83% | WER 81.69%
epoch   3 | iteration   240 | Loss 2.352933 | Acc 67.50% | WER 84.31%
epoch   3 | iteration   260 | Loss 2.036811 | Acc 71.04% | WER 82.93%
epoch   3 | iteration   280 | Loss 2.202811 | Acc 69.17% | WER 84.22%
epoch   3 | iteration   300 | Loss 1.980676 | Acc 70.83% | WER 86.21%
epoch   3 | iteration   320 | Loss 2.150414 | Acc 69.17% | WER 83.00%
epoch   3 | iteration   340 | Loss 2.090674 | Acc 71.88% | WER 83.21%
epoch   3 | iteration   360 | Loss 2.297138 | Acc 68.33% | WER 83.38%
epoch   3 | iteration   380 | Loss 1.932521 | Acc 73.12% | WER 80.99%
epoch   3 | iteration   400 | Loss 1.801748 | Acc 74.17% | WER 76.73%
epoch   3 | iteration   420 | Loss 1.884379 | Acc 74.58% | WER 83.70%
epoch   3 | iteration   440 | Loss 2.214363 | Acc 68.33% | WER 85.82%
epoch   3 | iteration   460 | Loss 2.136650 | Acc 68.75% | WER 81.13%
epoch   3 | iteration   480 | Loss 2.220563 | Acc 68.96% | WER 85.21%
epoch   3 | iteration   500 | Loss 2.135695 | Acc 68.12% | WER 82.46%
epoch   3 | iteration   520 | Loss 2.154460 | Acc 68.75% | WER 83.14%
epoch   3 | iteration   540 | Loss 2.089999 | Acc 71.25% | WER 81.90%
epoch   3 | iteration   560 | Loss 2.208326 | Acc 68.33% | WER 84.09%
epoch   3 | iteration   580 | Loss 2.044766 | Acc 71.46% | WER 79.02%
epoch   3 | iteration   600 | Loss 2.082614 | Acc 70.00% | WER 77.03%
epoch   3 | iteration   620 | Loss 1.917229 | Acc 72.29% | WER 81.86%
epoch   3 | iteration   640 | Loss 1.952199 | Acc 72.50% | WER 81.16%
epoch   3 | iteration   660 | Loss 1.993625 | Acc 70.83% | WER 81.25%
epoch   3 | iteration   680 | Loss 1.932771 | Acc 72.08% | WER 82.58%
epoch   3 | iteration   700 | Loss 2.032158 | Acc 71.25% | WER 83.74%
epoch   3 | iteration   720 | Loss 1.873270 | Acc 73.12% | WER 80.78%
epoch   3 | iteration   740 | Loss 1.781875 | Acc 73.12% | WER 81.07%
epoch   3 | iteration   760 | Loss 1.915262 | Acc 71.67% | WER 80.45%
epoch   3 | iteration   780 | Loss 2.013285 | Acc 70.62% | WER 82.60%
epoch   3 | iteration   800 | Loss 2.043451 | Acc 69.79% | WER 85.74%
epoch   3 | iteration   820 | Loss 1.979017 | Acc 72.50% | WER 82.06%
epoch   3 | iteration   840 | Loss 1.981608 | Acc 71.88% | WER 76.19%
epoch   3 | iteration   860 | Loss 2.247475 | Acc 68.33% | WER 85.11%
epoch   3 | iteration   880 | Loss 1.918399 | Acc 74.38% | WER 77.36%
epoch   3 | iteration   900 | Loss 2.147853 | Acc 70.21% | WER 84.99%
