Logging to file...
Dataset samples: 18801
######################Training Started######################
epoch   1 | iteration    20 | Loss 3.381675 | Acc 21.88% | WER 78.12%
epoch   1 | iteration    40 | Loss 4.054672 | Acc 21.88% | WER 78.12%
epoch   1 | iteration    60 | Loss 3.879983 | Acc 31.25% | WER 68.75%
epoch   1 | iteration    80 | Loss 3.707053 | Acc 21.88% | WER 78.12%
epoch   1 | iteration   100 | Loss 3.444217 | Acc 40.62% | WER 59.38%
epoch   1 | iteration   120 | Loss 3.540698 | Acc 25.00% | WER 75.00%
epoch   1 | iteration   140 | Loss 4.327981 | Acc 18.75% | WER 81.25%
epoch   1 | iteration   160 | Loss 3.862721 | Acc 31.25% | WER 68.75%
epoch   1 | iteration   180 | Loss 3.615948 | Acc 31.25% | WER 68.75%
epoch   1 | iteration   200 | Loss 3.622886 | Acc 34.38% | WER 65.62%
epoch   1 | iteration   220 | Loss 3.421800 | Acc 21.88% | WER 78.12%
epoch   1 | iteration   240 | Loss 3.961046 | Acc 31.25% | WER 68.75%
epoch   1 | iteration   260 | Loss 4.125002 | Acc 25.00% | WER 75.00%
epoch   1 | iteration   280 | Loss 3.810289 | Acc 21.88% | WER 78.12%
epoch   1 | iteration   300 | Loss 4.025883 | Acc 25.00% | WER 75.00%
epoch   1 | iteration   320 | Loss 4.356534 | Acc 18.75% | WER 81.25%
epoch   1 | iteration   340 | Loss 3.871041 | Acc 31.25% | WER 68.75%
epoch   1 | iteration   360 | Loss 3.698823 | Acc 31.25% | WER 68.75%
epoch   1 | iteration   380 | Loss 3.876208 | Acc 18.75% | WER 81.25%
epoch   1 | iteration   400 | Loss 4.064763 | Acc 34.38% | WER 65.62%
epoch   1 | iteration   420 | Loss 3.497678 | Acc 50.00% | WER 50.00%
epoch   1 | iteration   440 | Loss 3.483591 | Acc 37.50% | WER 62.50%
epoch   1 | iteration   460 | Loss 3.774752 | Acc 25.00% | WER 75.00%
epoch   1 | iteration   480 | Loss 3.858765 | Acc 25.00% | WER 75.00%
epoch   1 | iteration   500 | Loss 3.750881 | Acc 31.25% | WER 68.75%
epoch   1 | iteration   520 | Loss 4.243211 | Acc 15.62% | WER 84.38%
epoch   1 | iteration   540 | Loss 3.832728 | Acc 31.25% | WER 68.75%
epoch   1 | iteration   560 | Loss 3.848656 | Acc 25.00% | WER 75.00%
epoch   1 | iteration   580 | Loss 3.928486 | Acc 21.88% | WER 78.12%
epoch   1 | iteration   600 | Loss 3.887441 | Acc 34.38% | WER 65.62%
epoch   1 | iteration   620 | Loss 3.995143 | Acc 31.25% | WER 68.75%
epoch   1 | iteration   640 | Loss 3.519620 | Acc 43.75% | WER 56.25%
epoch   1 | iteration   660 | Loss 4.105194 | Acc 21.88% | WER 78.12%
epoch   1 | iteration   680 | Loss 3.642390 | Acc 28.12% | WER 71.88%
epoch   1 | iteration   700 | Loss 3.594999 | Acc 34.38% | WER 65.62%
epoch   1 | iteration   720 | Loss 3.435721 | Acc 34.38% | WER 65.62%
epoch   1 | iteration   740 | Loss 3.943085 | Acc 21.88% | WER 78.12%
epoch   1 | iteration   760 | Loss 3.810610 | Acc 12.50% | WER 87.50%
epoch   1 | iteration   780 | Loss 3.700326 | Acc 31.25% | WER 68.75%
