Logging to file...
Dataset samples: 18600
######################Training Started######################
epoch   1 | iteration    40 | Loss 0.371594 | Acc 94.17% | WER 19.70%
epoch   1 | iteration    80 | Loss 0.402829 | Acc 92.50% | WER 22.44%
epoch   1 | iteration   120 | Loss 0.313021 | Acc 95.83% | WER 15.28%
epoch   1 | iteration   160 | Loss 0.359856 | Acc 92.50% | WER 19.89%
epoch   1 | iteration   200 | Loss 0.334161 | Acc 94.17% | WER 20.15%
epoch   1 | iteration   240 | Loss 0.305745 | Acc 94.17% | WER 23.83%
epoch   1 | iteration   280 | Loss 0.400487 | Acc 93.33% | WER 26.86%
epoch   1 | iteration   320 | Loss 0.343984 | Acc 92.50% | WER 25.00%
epoch   1 | iteration   360 | Loss 0.323191 | Acc 93.33% | WER 21.82%
epoch   1 | iteration   400 | Loss 0.359573 | Acc 92.50% | WER 28.81%
epoch   1 | iteration   440 | Loss 0.381153 | Acc 95.00% | WER 16.02%
epoch   1 | iteration   480 | Loss 0.522248 | Acc 91.67% | WER 25.05%
epoch   1 | iteration   520 | Loss 0.301081 | Acc 94.17% | WER 16.70%
epoch   1 | iteration   560 | Loss 0.504973 | Acc 89.17% | WER 28.03%
epoch   1 | iteration   600 | Loss 0.352991 | Acc 95.00% | WER 18.38%
epoch   1 | iteration   640 | Loss 0.308555 | Acc 92.50% | WER 24.88%
epoch   1 | iteration   680 | Loss 0.353663 | Acc 94.17% | WER 15.21%
epoch   1 | iteration   720 | Loss 0.358573 | Acc 93.33% | WER 18.85%
epoch   1 | iteration   760 | Loss 0.300439 | Acc 95.00% | WER 16.21%
epoch   1 | iteration   800 | Loss 0.341858 | Acc 93.33% | WER 18.59%
epoch   1 | iteration   840 | Loss 0.354335 | Acc 93.33% | WER 30.27%
epoch   1 | iteration   880 | Loss 0.343820 | Acc 93.33% | WER 18.74%
epoch   1 | iteration   920 | Loss 0.356580 | Acc 92.50% | WER 23.15%
epoch   1 | iteration   960 | Loss 0.341831 | Acc 93.33% | WER 21.43%
epoch   1 | iteration  1000 | Loss 0.301488 | Acc 95.00% | WER 11.62%
epoch   1 | iteration  1040 | Loss 0.398998 | Acc 94.17% | WER 15.76%
epoch   1 | iteration  1080 | Loss 0.322203 | Acc 95.83% | WER 16.99%
epoch   1 | iteration  1120 | Loss 0.353489 | Acc 92.50% | WER 19.02%
epoch   1 | iteration  1160 | Loss 0.329636 | Acc 95.00% | WER 15.77%
epoch   1 | iteration  1200 | Loss 0.353466 | Acc 95.00% | WER 15.49%
epoch   1 | iteration  1240 | Loss 0.332916 | Acc 92.50% | WER 19.02%
epoch   1 | iteration  1280 | Loss 0.371842 | Acc 92.50% | WER 22.15%
epoch   1 | iteration  1320 | Loss 0.404286 | Acc 90.83% | WER 25.79%
epoch   1 | iteration  1360 | Loss 0.390764 | Acc 93.33% | WER 18.24%
epoch   1 | iteration  1400 | Loss 0.414902 | Acc 92.50% | WER 33.75%
epoch   1 | iteration  1440 | Loss 0.420653 | Acc 90.83% | WER 23.18%
epoch   1 | iteration  1480 | Loss 0.384493 | Acc 93.33% | WER 25.54%
epoch   1 | iteration  1520 | Loss 0.253461 | Acc 95.00% | WER 18.39%
epoch   1 | iteration  1560 | Loss 0.488402 | Acc 90.00% | WER 26.50%
