Logging to file...
Dataset samples: 20652
######################Training Started######################
epoch   1 | iteration   100 | Loss 2.967866 | Acc 65.00% | WER 95.83% | BLEU-4 0.00
epoch   1 | iteration   200 | Loss 3.557177 | Acc 60.00% | WER 81.62% | BLEU-4 0.00
epoch   1 | iteration   300 | Loss 1.631616 | Acc 78.33% | WER 72.50% | BLEU-4 0.00
epoch   1 | iteration   400 | Loss 1.711760 | Acc 80.00% | WER 70.83% | BLEU-4 0.00
epoch   1 | iteration   500 | Loss 1.495862 | Acc 83.33% | WER 70.83% | BLEU-4 0.00
epoch   1 | iteration   600 | Loss 1.882603 | Acc 76.67% | WER 73.86% | BLEU-4 0.00
epoch   1 | iteration   700 | Loss 1.519988 | Acc 81.67% | WER 68.75% | BLEU-4 0.00
epoch   1 | iteration   800 | Loss 2.035723 | Acc 75.00% | WER 74.24% | BLEU-4 0.00
epoch   1 | iteration   900 | Loss 3.130448 | Acc 63.33% | WER 58.22% | BLEU-4 0.00
epoch   1 | iteration  1000 | Loss 1.544088 | Acc 81.67% | WER 51.92% | BLEU-4 0.00
epoch   1 | iteration  1100 | Loss 2.457527 | Acc 70.00% | WER 69.64% | BLEU-4 0.00
epoch   1 | iteration  1200 | Loss 1.711728 | Acc 81.67% | WER 56.25% | BLEU-4 0.00
epoch   1 | iteration  1300 | Loss 2.284739 | Acc 75.00% | WER 45.94% | BLEU-4 10.00
epoch   1 | iteration  1400 | Loss 1.381662 | Acc 83.33% | WER 42.22% | BLEU-4 4.23
epoch   1 | iteration  1500 | Loss 1.385799 | Acc 83.33% | WER 50.00% | BLEU-4 0.00
epoch   1 | iteration  1600 | Loss 1.090834 | Acc 88.33% | WER 43.41% | BLEU-4 20.00
epoch   1 | iteration  1700 | Loss 1.560942 | Acc 81.67% | WER 48.46% | BLEU-4 0.00
epoch   1 | iteration  1800 | Loss 0.630336 | Acc 93.33% | WER 34.29% | BLEU-4 0.00
epoch   1 | iteration  1900 | Loss 1.825560 | Acc 78.33% | WER 51.19% | BLEU-4 4.55
