Logging to file...
Dataset samples: 18801
######################Training Started######################
epoch   1 | iteration    40 | Loss 3.481091 | Acc 59.17% | WER 88.63%
epoch   1 | iteration    80 | Loss 3.099614 | Acc 56.67% | WER 95.64%
epoch   1 | iteration   120 | Loss 2.255238 | Acc 71.67% | WER 88.56%
epoch   1 | iteration   160 | Loss 2.781484 | Acc 65.83% | WER 89.46%
epoch   1 | iteration   200 | Loss 2.133676 | Acc 69.17% | WER 88.38%
epoch   1 | iteration   240 | Loss 1.848928 | Acc 75.83% | WER 101.39%
epoch   1 | iteration   280 | Loss 3.044670 | Acc 60.83% | WER 87.43%
epoch   1 | iteration   320 | Loss 2.272037 | Acc 67.50% | WER 89.11%
epoch   1 | iteration   360 | Loss 2.415078 | Acc 66.67% | WER 86.53%
epoch   1 | iteration   400 | Loss 2.631094 | Acc 60.83% | WER 88.45%
epoch   1 | iteration   440 | Loss 2.813019 | Acc 60.83% | WER 94.49%
epoch   1 | iteration   480 | Loss 2.103087 | Acc 70.00% | WER 88.89%
epoch   1 | iteration   520 | Loss 1.628888 | Acc 76.67% | WER 82.95%
epoch   1 | iteration   560 | Loss 2.458173 | Acc 64.17% | WER 86.89%
epoch   1 | iteration   600 | Loss 2.633605 | Acc 65.83% | WER 89.32%
epoch   1 | iteration   640 | Loss 1.581865 | Acc 80.00% | WER 81.01%
epoch   1 | iteration   680 | Loss 2.234309 | Acc 70.83% | WER 85.83%
epoch   1 | iteration   720 | Loss 1.973945 | Acc 75.00% | WER 85.92%
epoch   1 | iteration   760 | Loss 2.271938 | Acc 70.83% | WER 85.54%
epoch   1 | iteration   800 | Loss 1.648126 | Acc 75.83% | WER 92.73%
epoch   1 | iteration   840 | Loss 2.270574 | Acc 68.33% | WER 91.31%
epoch   1 | iteration   880 | Loss 1.695028 | Acc 72.50% | WER 94.35%
epoch   1 | iteration   920 | Loss 1.726668 | Acc 77.50% | WER 77.85%
epoch   1 | iteration   960 | Loss 1.931544 | Acc 75.00% | WER 85.28%
epoch   1 | iteration  1000 | Loss 2.028081 | Acc 68.33% | WER 85.66%
epoch   1 | iteration  1040 | Loss 2.398659 | Acc 65.83% | WER 87.34%
epoch   1 | iteration  1080 | Loss 2.436787 | Acc 68.33% | WER 87.97%
epoch   1 | iteration  1120 | Loss 1.650049 | Acc 76.67% | WER 85.32%
epoch   1 | iteration  1160 | Loss 2.004662 | Acc 72.50% | WER 91.87%
epoch   1 | iteration  1200 | Loss 1.881046 | Acc 75.83% | WER 81.57%
epoch   1 | iteration  1240 | Loss 1.904057 | Acc 75.00% | WER 88.54%
epoch   1 | iteration  1280 | Loss 2.758962 | Acc 64.17% | WER 90.82%
epoch   1 | iteration  1320 | Loss 1.896031 | Acc 71.67% | WER 88.83%
epoch   1 | iteration  1360 | Loss 2.909350 | Acc 64.17% | WER 84.24%
epoch   1 | iteration  1400 | Loss 2.565121 | Acc 62.50% | WER 88.31%
epoch   1 | iteration  1440 | Loss 2.213406 | Acc 68.33% | WER 89.49%
epoch   1 | iteration  1480 | Loss 2.243612 | Acc 71.67% | WER 78.03%
epoch   1 | iteration  1520 | Loss 2.786343 | Acc 64.17% | WER 87.78%
epoch   1 | iteration  1560 | Loss 2.437086 | Acc 67.50% | WER 95.14%
epoch   1 | iteration  1600 | Loss 1.999396 | Acc 70.00% | WER 91.15%
epoch   1 | iteration  1640 | Loss 2.285561 | Acc 70.00% | WER 88.35%
epoch   1 | iteration  1680 | Loss 2.029878 | Acc 72.50% | WER 87.20%
epoch   1 | iteration  1720 | Loss 2.334825 | Acc 70.00% | WER 89.92%
epoch   1 | iteration  1760 | Loss 3.137626 | Acc 59.17% | WER 90.52%
epoch   1 | iteration  1800 | Loss 2.143443 | Acc 70.00% | WER 89.80%
