Logging to file...
Dataset samples: 19003
######################Training Started######################
epoch   1 | iteration    20 | Loss 3.610340 | Acc 60.83% | WER 100.00%
epoch   1 | iteration    40 | Loss 2.787147 | Acc 64.17% | WER 91.41%
epoch   1 | iteration    60 | Loss 2.254680 | Acc 70.00% | WER 93.09%
epoch   1 | iteration    80 | Loss 2.437401 | Acc 67.92% | WER 88.53%
epoch   1 | iteration   100 | Loss 2.116678 | Acc 70.83% | WER 93.65%
epoch   1 | iteration   120 | Loss 2.734974 | Acc 61.04% | WER 91.56%
epoch   1 | iteration   140 | Loss 2.042678 | Acc 71.88% | WER 89.53%
epoch   1 | iteration   160 | Loss 2.659545 | Acc 65.62% | WER 88.26%
epoch   1 | iteration   180 | Loss 2.398808 | Acc 66.67% | WER 91.14%
epoch   1 | iteration   200 | Loss 2.759964 | Acc 62.71% | WER 89.30%
epoch   1 | iteration   220 | Loss 2.500352 | Acc 66.67% | WER 88.03%
epoch   1 | iteration   240 | Loss 2.403649 | Acc 69.17% | WER 88.92%
epoch   1 | iteration   260 | Loss 2.464641 | Acc 67.08% | WER 89.10%
epoch   1 | iteration   280 | Loss 2.502000 | Acc 68.12% | WER 86.42%
epoch   1 | iteration   300 | Loss 2.292568 | Acc 69.58% | WER 85.55%
epoch   1 | iteration   320 | Loss 2.166782 | Acc 71.67% | WER 86.40%
epoch   1 | iteration   340 | Loss 2.231780 | Acc 68.12% | WER 87.87%
epoch   1 | iteration   360 | Loss 2.196987 | Acc 69.58% | WER 89.40%
epoch   1 | iteration   380 | Loss 2.072278 | Acc 70.62% | WER 87.85%
epoch   1 | iteration   400 | Loss 2.248952 | Acc 68.75% | WER 86.11%
epoch   1 | iteration   420 | Loss 2.096025 | Acc 71.04% | WER 84.61%
epoch   1 | iteration   440 | Loss 2.815578 | Acc 61.46% | WER 90.70%
epoch   1 | iteration   460 | Loss 2.450964 | Acc 66.88% | WER 88.49%
epoch   1 | iteration   480 | Loss 2.515649 | Acc 66.88% | WER 88.40%
epoch   1 | iteration   500 | Loss 1.881930 | Acc 73.54% | WER 87.30%
epoch   1 | iteration   520 | Loss 2.287365 | Acc 68.75% | WER 84.03%
epoch   1 | iteration   540 | Loss 1.886555 | Acc 73.12% | WER 79.27%
epoch   1 | iteration   560 | Loss 2.698534 | Acc 62.29% | WER 86.89%
epoch   1 | iteration   580 | Loss 2.140411 | Acc 71.67% | WER 84.67%
epoch   1 | iteration   600 | Loss 2.154598 | Acc 71.04% | WER 86.47%
epoch   1 | iteration   620 | Loss 2.400096 | Acc 67.71% | WER 86.47%
epoch   1 | iteration   640 | Loss 2.027473 | Acc 70.21% | WER 85.53%
epoch   1 | iteration   660 | Loss 2.354089 | Acc 65.83% | WER 85.65%
epoch   1 | iteration   680 | Loss 2.021798 | Acc 71.88% | WER 81.34%
epoch   1 | iteration   700 | Loss 2.168567 | Acc 68.96% | WER 81.51%
