Logging to file...
Dataset samples: 18801
######################Training Started######################
epoch   1 | iteration    20 | Loss 3.418519 | Acc 61.04% | WER 100.00%
epoch   1 | iteration    40 | Loss 2.184191 | Acc 72.29% | WER 86.36%
epoch   1 | iteration    60 | Loss 2.210360 | Acc 69.79% | WER 93.55%
epoch   1 | iteration    80 | Loss 2.470488 | Acc 65.42% | WER 94.22%
epoch   1 | iteration   100 | Loss 2.643730 | Acc 64.17% | WER 93.14%
epoch   1 | iteration   120 | Loss 2.497576 | Acc 66.67% | WER 88.04%
epoch   1 | iteration   140 | Loss 2.409813 | Acc 68.54% | WER 88.47%
epoch   1 | iteration   160 | Loss 1.813098 | Acc 76.04% | WER 85.29%
epoch   1 | iteration   180 | Loss 2.260621 | Acc 70.21% | WER 87.55%
epoch   1 | iteration   200 | Loss 2.217713 | Acc 71.25% | WER 84.98%
epoch   1 | iteration   220 | Loss 2.257944 | Acc 68.96% | WER 85.70%
epoch   1 | iteration   240 | Loss 2.131093 | Acc 71.04% | WER 85.67%
epoch   1 | iteration   260 | Loss 2.771722 | Acc 64.38% | WER 89.06%
epoch   1 | iteration   280 | Loss 2.635540 | Acc 67.08% | WER 85.58%
epoch   1 | iteration   300 | Loss 1.994188 | Acc 71.88% | WER 88.82%
epoch   1 | iteration   320 | Loss 1.973381 | Acc 72.50% | WER 88.32%
epoch   1 | iteration   340 | Loss 2.478376 | Acc 65.21% | WER 86.07%
epoch   1 | iteration   360 | Loss 2.272197 | Acc 70.00% | WER 86.99%
epoch   1 | iteration   380 | Loss 1.978888 | Acc 72.50% | WER 87.11%
epoch   1 | iteration   400 | Loss 2.412573 | Acc 67.71% | WER 90.71%
epoch   1 | iteration   420 | Loss 2.638109 | Acc 63.75% | WER 89.70%
epoch   1 | iteration   440 | Loss 2.202247 | Acc 69.38% | WER 83.62%
epoch   1 | iteration   460 | Loss 2.289585 | Acc 67.92% | WER 88.51%
epoch   1 | iteration   480 | Loss 2.191253 | Acc 69.17% | WER 88.48%
epoch   1 | iteration   500 | Loss 2.277351 | Acc 69.17% | WER 88.45%
epoch   1 | iteration   520 | Loss 3.156909 | Acc 58.75% | WER 89.63%
epoch   1 | iteration   540 | Loss 2.281415 | Acc 68.33% | WER 85.71%
epoch   1 | iteration   560 | Loss 2.276898 | Acc 70.42% | WER 82.97%
epoch   1 | iteration   580 | Loss 2.098470 | Acc 68.54% | WER 84.60%
epoch   1 | iteration   600 | Loss 2.263985 | Acc 68.75% | WER 85.15%
epoch   1 | iteration   620 | Loss 2.362511 | Acc 67.29% | WER 88.87%
epoch   1 | iteration   640 | Loss 2.379920 | Acc 66.46% | WER 84.65%
epoch   1 | iteration   660 | Loss 2.122156 | Acc 71.67% | WER 87.14%
epoch   1 | iteration   680 | Loss 2.064266 | Acc 71.46% | WER 85.27%
epoch   1 | iteration   700 | Loss 2.465812 | Acc 67.92% | WER 85.07%
epoch   1 | iteration   720 | Loss 2.258529 | Acc 68.33% | WER 85.68%
epoch   1 | iteration   740 | Loss 2.027312 | Acc 70.00% | WER 85.04%
epoch   1 | iteration   760 | Loss 2.127511 | Acc 69.58% | WER 88.21%
epoch   1 | iteration   780 | Loss 2.569347 | Acc 65.42% | WER 85.39%
epoch   1 | iteration   800 | Loss 2.239219 | Acc 68.54% | WER 84.82%
epoch   1 | iteration   820 | Loss 2.284209 | Acc 70.21% | WER 84.10%
epoch   1 | iteration   840 | Loss 2.266067 | Acc 68.96% | WER 87.94%
epoch   1 | iteration   860 | Loss 2.012422 | Acc 71.46% | WER 88.04%
epoch   1 | iteration   880 | Loss 2.207748 | Acc 68.33% | WER 92.83%
epoch   1 | iteration   900 | Loss 2.303980 | Acc 70.83% | WER 85.51%
epoch   1 | iteration   920 | Loss 2.282991 | Acc 69.38% | WER 85.66%
epoch   1 | iteration   940 | Loss 2.404456 | Acc 66.88% | WER 86.95%
epoch   1 | iteration   960 | Loss 2.139497 | Acc 70.00% | WER 88.74%
epoch   1 | iteration   980 | Loss 2.054933 | Acc 70.62% | WER 88.56%
