Logging to file...
Dataset samples: 18801
######################Training Started######################
epoch   1 | iteration    20 | Loss 2.967932 | Acc 63.75% | WER 100.00%
epoch   1 | iteration    40 | Loss 2.646203 | Acc 66.88% | WER 89.96%
epoch   1 | iteration    60 | Loss 2.376736 | Acc 67.71% | WER 89.36%
epoch   1 | iteration    80 | Loss 2.380762 | Acc 67.71% | WER 85.94%
epoch   1 | iteration   100 | Loss 2.391756 | Acc 67.92% | WER 87.13%
epoch   1 | iteration   120 | Loss 2.417168 | Acc 66.04% | WER 87.34%
epoch   1 | iteration   140 | Loss 2.025664 | Acc 72.71% | WER 86.70%
epoch   1 | iteration   160 | Loss 2.136996 | Acc 72.08% | WER 86.50%
epoch   1 | iteration   180 | Loss 2.306677 | Acc 69.17% | WER 87.50%
epoch   1 | iteration   200 | Loss 2.603752 | Acc 63.75% | WER 86.14%
epoch   1 | iteration   220 | Loss 1.949084 | Acc 72.92% | WER 84.38%
epoch   1 | iteration   240 | Loss 1.948448 | Acc 73.12% | WER 83.68%
epoch   1 | iteration   260 | Loss 2.169665 | Acc 68.33% | WER 87.30%
epoch   1 | iteration   280 | Loss 2.230644 | Acc 67.92% | WER 87.06%
epoch   1 | iteration   300 | Loss 2.042470 | Acc 73.12% | WER 86.00%
epoch   1 | iteration   320 | Loss 1.912583 | Acc 74.17% | WER 82.90%
epoch   1 | iteration   340 | Loss 2.538291 | Acc 65.42% | WER 90.59%
epoch   1 | iteration   360 | Loss 2.111221 | Acc 71.25% | WER 87.03%
epoch   1 | iteration   380 | Loss 2.270829 | Acc 68.54% | WER 83.32%
epoch   1 | iteration   400 | Loss 2.371624 | Acc 64.79% | WER 85.42%
epoch   1 | iteration   420 | Loss 2.265334 | Acc 69.58% | WER 87.83%
epoch   1 | iteration   440 | Loss 2.136723 | Acc 67.92% | WER 87.81%
epoch   1 | iteration   460 | Loss 1.695359 | Acc 74.79% | WER 86.42%
epoch   1 | iteration   480 | Loss 2.243930 | Acc 68.75% | WER 88.56%
epoch   1 | iteration   500 | Loss 1.854043 | Acc 73.33% | WER 84.72%
epoch   1 | iteration   520 | Loss 2.459442 | Acc 66.04% | WER 86.10%
epoch   1 | iteration   540 | Loss 1.844156 | Acc 71.88% | WER 87.44%
epoch   1 | iteration   560 | Loss 2.011108 | Acc 70.42% | WER 86.42%
epoch   1 | iteration   580 | Loss 2.040219 | Acc 69.58% | WER 86.26%
epoch   1 | iteration   600 | Loss 2.071334 | Acc 70.62% | WER 86.15%
epoch   1 | iteration   620 | Loss 2.131369 | Acc 69.58% | WER 85.63%
epoch   1 | iteration   640 | Loss 1.933220 | Acc 70.83% | WER 85.66%
epoch   1 | iteration   660 | Loss 1.959206 | Acc 71.04% | WER 85.16%
epoch   1 | iteration   680 | Loss 2.195980 | Acc 70.00% | WER 84.16%
epoch   1 | iteration   700 | Loss 1.995428 | Acc 71.46% | WER 82.43%
epoch   1 | iteration   720 | Loss 1.748422 | Acc 75.21% | WER 85.18%
epoch   1 | iteration   740 | Loss 2.159843 | Acc 69.38% | WER 83.13%
epoch   1 | iteration   760 | Loss 1.925916 | Acc 72.50% | WER 82.58%
epoch   1 | iteration   780 | Loss 2.050704 | Acc 70.00% | WER 83.14%
epoch   1 | iteration   800 | Loss 1.909816 | Acc 73.12% | WER 79.91%
epoch   1 | iteration   820 | Loss 2.090306 | Acc 69.58% | WER 85.25%
epoch   1 | iteration   840 | Loss 1.801025 | Acc 73.96% | WER 85.96%
epoch   1 | iteration   860 | Loss 1.889742 | Acc 71.88% | WER 79.59%
epoch   1 | iteration   880 | Loss 1.702586 | Acc 73.12% | WER 83.49%
epoch   1 | iteration   900 | Loss 2.070517 | Acc 70.21% | WER 85.64%
epoch   1 | iteration   920 | Loss 1.725334 | Acc 73.96% | WER 79.73%
epoch   1 | iteration   940 | Loss 1.435594 | Acc 77.29% | WER 84.53%
epoch   1 | iteration   960 | Loss 1.984456 | Acc 72.29% | WER 79.73%
epoch   1 | iteration   980 | Loss 2.065357 | Acc 70.83% | WER 84.70%
epoch   1 | iteration  1000 | Loss 1.995806 | Acc 72.08% | WER 80.38%
epoch   1 | iteration  1020 | Loss 1.905561 | Acc 72.71% | WER 82.14%
epoch   1 | iteration  1040 | Loss 2.058008 | Acc 70.62% | WER 80.04%
epoch   1 | iteration  1060 | Loss 1.951874 | Acc 71.88% | WER 82.75%
epoch   1 | iteration  1080 | Loss 2.110923 | Acc 68.96% | WER 85.57%
epoch   1 | iteration  1100 | Loss 2.225342 | Acc 67.92% | WER 82.95%
epoch   1 | iteration  1120 | Loss 2.085591 | Acc 71.46% | WER 83.33%
epoch   1 | iteration  1140 | Loss 1.662257 | Acc 73.33% | WER 82.11%
Average Training Loss of Epoch 1: 2.151588 | Acc: 70.06% | WER 85.03%
####################Epoch 1 Model Saved#####################
epoch   2 | iteration    20 | Loss 2.099971 | Acc 70.62% | WER 80.28%
epoch   2 | iteration    40 | Loss 1.717059 | Acc 75.83% | WER 75.41%
epoch   2 | iteration    60 | Loss 2.073689 | Acc 70.21% | WER 78.95%
epoch   2 | iteration    80 | Loss 1.973338 | Acc 70.00% | WER 81.95%
epoch   2 | iteration   100 | Loss 1.864208 | Acc 71.67% | WER 78.90%
epoch   2 | iteration   120 | Loss 1.612226 | Acc 76.25% | WER 76.40%
epoch   2 | iteration   140 | Loss 1.727659 | Acc 73.54% | WER 84.18%
epoch   2 | iteration   160 | Loss 1.697412 | Acc 75.42% | WER 79.83%
epoch   2 | iteration   180 | Loss 1.911886 | Acc 71.46% | WER 79.47%
epoch   2 | iteration   200 | Loss 1.876085 | Acc 72.29% | WER 78.46%
epoch   2 | iteration   220 | Loss 1.644398 | Acc 75.00% | WER 79.84%
epoch   2 | iteration   240 | Loss 1.759572 | Acc 73.54% | WER 75.42%
